id,index,period,timestamp,minute,second,possession,duration,match_id,type_id,type_name,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,tactics_formation,player_id,player_name,position_id,position_name,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,end_x,end_y,body_part_id,body_part_name,sub_type_id,sub_type_name,x,y,pass_cross,outcome_id,outcome_name,under_pressure,shot_statsbomb_xg,technique_id,technique_name,shot_first_time,goalkeeper_position_id,goalkeeper_position_name,pass_assisted_shot_id,pass_shot_assist,end_z,shot_key_pass_id,off_camera,pass_deflected,counterpress,aerial_won,pass_switch,out,foul_won_defensive,shot_one_on_one,pass_cut_back,block_offensive,foul_committed_card_id,foul_committed_card_name,pass_goal_assist,shot_deflected,block_deflection,foul_committed_advantage,foul_won_advantage,pass_miscommunication,ball_recovery_recovery_failure,dribble_nutmeg,shot_open_goal,substitution_replacement_id,substitution_replacement_name,injury_stoppage_in_chain,bad_behaviour_card_id,bad_behaviour_card_name,season_name,pass_no_touch,dribble_overrun,foul_committed_offensive,ball_recovery_offensive,foul_committed_penalty,foul_won_penalty,dribble_no_touch,shot_follows_dribble,block_save_block,half_start_late_video_start,shot_redirect,pass_backheel
61d52e72-a8ff-49c4-be02-057b1ea0fb15,20,1,00:00:18.696000,0,18,2,0.380264,3857256,16,Shot,773,Switzerland,9,From Kick Off,773,Switzerland,,3500.0,Granit Xhaka,11.0,Left Defensive Midfield,,,,,,,108.2,38.5,38.0,Left Foot,87.0,Open Play,96.0,38.8,,96.0,Blocked,,0.036565553,91.0,Half Volley,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,,,,,,,,,,,,
aa77495b-0e7b-44f0-a2eb-11605085943a,25,1,00:00:22.129000,0,22,2,0.175803,3857256,16,Shot,773,Switzerland,9,From Kick Off,773,Switzerland,,5545.0,Breel-Donald Embolo,23.0,Center Forward,,,,,,,114.8,40.6,38.0,Left Foot,87.0,Open Play,113.1,40.7,,100.0,Saved,,0.35328916,91.0,Half Volley,True,,,,,1.6,72ccec71-b08d-4931-bc08-cffee978637f,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,,,,,,,,,,,,
51026369-a4ad-4a71-b14a-6e7f8b764772,28,1,00:00:23.845000,0,23,2,0.495575,3857256,16,Shot,773,Switzerland,9,From Kick Off,773,Switzerland,,3500.0,Granit Xhaka,11.0,Left Defensive Midfield,,,,,,,115.5,39.1,40.0,Right Foot,87.0,Open Play,103.8,41.9,,100.0,Saved,,0.06952749,91.0,Half Volley,True,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,,,,,,,,,,,,
6ac240f5-8b84-4c06-8153-b56109c8c5e6,196,1,00:04:35.297000,4,35,11,0.848375,3857256,16,Shot,786,Serbia,2,From Corner,786,Serbia,,5603.0,Nikola Milenković,3.0,Right Center Back,,,,,,,120.0,35.3,37.0,Head,87.0,Open Play,112.2,36.8,,98.0,Off T,,0.08160872,93.0,Normal,,,,,,3.5,6211767c-543c-48ec-ab72-10eb7928e569,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,,,,,,,,,,,,
00e599c0-5234-4b6a-9b91-d6f789a311b0,356,1,00:10:05.636000,10,5,24,0.934407,3857256,16,Shot,786,Serbia,1,Regular Play,786,Serbia,,6318.0,Andrija Živković,7.0,Right Wing Back,,,,,,,120.0,36.1,38.0,Left Foot,87.0,Open Play,97.8,51.5,,99.0,Post,,0.030001678,93.0,Normal,,,,,,0.6,792b7a48-0f44-4c21-8372-3511c68845e7,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,,,,,,,,,,,,
457d529f-b36e-45f8-b168-ee76254acf0a,361,1,00:10:07.249000,10,7,24,0.34191,3857256,16,Shot,786,Serbia,1,Regular Play,786,Serbia,,18015.0,Dušan Vlahović,22.0,Right Center Forward,,,,,,,118.1,39.1,70.0,Other,87.0,Open Play,115.4,38.6,,100.0,Saved,,0.5168786,93.0,Normal,,,,,,1.0,,,,,,,,,True,,,,,,,,,,,,,,,,,,,2022,,,,,,,,,,,,
b6e10a35-3d7a-40ac-b68e-7118fffbe9ab,474,1,00:13:35.895000,13,35,36,0.258584,3857256,16,Shot,773,Switzerland,3,From Free Kick,773,Switzerland,,6983.0,Remo Freuler,9.0,Right Defensive Midfield,,,,,,,113.3,34.4,38.0,Left Foot,87.0,Open Play,107.8,35.9,,96.0,Blocked,,0.09611784,91.0,Half Volley,True,,,,,,00aa3124-ef55-494c-936d-dc337064410b,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,,,,,,,,,,,,
c7c1917b-2c74-40a4-94a0-dc7a9137a766,682,1,00:19:11.927000,19,11,44,0.180553,3857256,16,Shot,773,Switzerland,3,From Free Kick,773,Switzerland,,3533.0,Xherdan Shaqiri,17.0,Right Wing,,,,,,,120.0,43.1,38.0,Left Foot,87.0,Open Play,107.5,50.6,,97.0,Goal,,0.06969889,93.0,Normal,True,,,,,0.2,efecda09-b02e-4f1a-aed9-49a0124f43d8,,,,,,,,,,,,,,True,,,,,,,,,,,,,2022,,,,,,,,,,,,
97f840a8-4545-46a7-a9b3-8e91be859de5,721,1,00:21:11.621000,21,11,47,0.874012,3857256,16,Shot,773,Switzerland,1,Regular Play,773,Switzerland,,3500.0,Granit Xhaka,11.0,Left Defensive Midfield,,,,,,,116.9,38.7,38.0,Left Foot,87.0,Open Play,97.3,33.7,,100.0,Saved,,0.04476528,93.0,Normal,True,,,,,0.2,8c7a3584-3c55-4cee-85c0-a74db60645a8,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,,,,,,,,,,,,
aaae9647-f552-4341-8d43-de39a7facbee,763,1,00:22:15.278000,22,15,52,2.461241,3857256,16,Shot,786,Serbia,3,From Free Kick,786,Serbia,,18015.0,Dušan Vlahović,22.0,Right Center Forward,,,,,,,118.4,38.7,37.0,Head,87.0,Open Play,109.6,35.4,,100.0,Saved,,0.08628477,93.0,Normal,,,,,,1.4,beb0878d-92a3-4b67-b95b-717bc32c3b3b,,,,,,,,True,,,,,,,,,,,,,,,,,,,2022,,,,,,,,,,,,
e90ac0da-ac09-4a22-a26e-01ff53f52434,925,1,00:25:56.269000,25,56,68,1.029448,3857256,16,Shot,786,Serbia,1,Regular Play,786,Serbia,,4269.0,Aleksandar Mitrović,24.0,Left Center Forward,,,,,,,120.0,43.3,37.0,Head,87.0,Open Play,108.3,38.6,,97.0,Goal,,0.06371751,93.0,Normal,,,,,,0.9,7640f32c-6cc4-4254-b361-3c6fd2b61090,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,,,,,,,,,,,,
6cee2bd6-3370-4a3f-9a1e-a580d18e8809,1038,1,00:29:53.165000,29,53,73,0.734525,3857256,16,Shot,773,Switzerland,3,From Free Kick,773,Switzerland,,3533.0,Xherdan Shaqiri,17.0,Right Wing,,,,,,,120.0,44.5,38.0,Left Foot,87.0,Open Play,107.7,49.2,,98.0,Off T,1.0,0.3934682,93.0,Normal,,,,,,0.6,dc75f899-b817-404c-bae0-82b3b1926d29,,,,,,,,True,,,,,,,,,,,,,,,,,,,2022,,,,,,,,,,,,
315de8c7-f26d-4e85-ac65-1f5533f108e0,1175,1,00:34:28.223000,34,28,82,1.118632,3857256,16,Shot,786,Serbia,6,From Counter,786,Serbia,,18015.0,Dušan Vlahović,22.0,Right Center Forward,,,,,,,120.0,43.7,38.0,Left Foot,87.0,Open Play,106.2,31.8,,97.0,Goal,,0.15928414,93.0,Normal,True,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,,,,,,,,,,,,
ce449cb2-5974-46ce-8e69-fa53df9ee074,1247,1,00:37:26.399000,37,26,87,0.191273,3857256,16,Shot,773,Switzerland,4,From Throw In,773,Switzerland,,30401.0,Ruben Vargas,21.0,Left Wing,,,,,,,105.9,45.2,40.0,Right Foot,87.0,Open Play,101.0,47.3,,96.0,Blocked,,0.0683221,93.0,Normal,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,,,,,,,,,,,,
663eefd5-97eb-4c07-9ac7-241b3bfe1356,1440,1,00:43:41.456000,43,41,99,0.335147,3857256,16,Shot,773,Switzerland,1,Regular Play,773,Switzerland,,5545.0,Breel-Donald Embolo,23.0,Center Forward,,,,,,,120.0,37.8,40.0,Right Foot,87.0,Open Play,114.4,36.9,,97.0,Goal,,0.72697556,93.0,Normal,True,,,,,0.6,d6620619-2742-4493-9bbe-9764f48fea79,,,,,,,,,,,,,,,,,,,,,True,,,,,,2022,,,,,,,,,,,,
5a665436-df39-42a9-bc2e-6fa33394ac5f,1503,1,00:47:38.097000,47,38,106,0.345056,3857256,16,Shot,786,Serbia,4,From Throw In,786,Serbia,,4269.0,Aleksandar Mitrović,24.0,Left Center Forward,,,,,,,105.3,37.4,40.0,Right Foot,87.0,Open Play,101.7,33.7,,101.0,Wayward,,0.056521177,95.0,Volley,True,,,,,,ccd9398b-5fed-4b2e-ba8d-f10d128f3bb1,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,,,,,,,,,,,,
d46db09d-7f77-447c-80fb-6cc0928f060a,1621,2,00:02:38.859000,47,38,113,0.534031,3857256,16,Shot,773,Switzerland,3,From Free Kick,773,Switzerland,,6983.0,Remo Freuler,9.0,Right Defensive Midfield,,,,,,,120.0,42.7,38.0,Left Foot,87.0,Open Play,107.2,41.2,,97.0,Goal,,0.15381548,91.0,Half Volley,True,,,,,0.6,b82b9f6d-7906-4a82-8c94-32cd5beb5b50,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,,,,,,,,,,,,
1b19f202-7a71-4df3-b20c-bca100a02f59,1856,2,00:11:32.171000,56,32,127,0.286691,3857256,16,Shot,773,Switzerland,3,From Free Kick,773,Switzerland,,5537.0,Fabian Lukas Schär,3.0,Right Center Back,,,,,,,114.1,35.7,40.0,Right Foot,87.0,Open Play,110.7,30.5,,96.0,Blocked,,0.07925899,95.0,Volley,True,,,,,,31d54cdb-cdff-48b7-a2f0-6deb752b24f8,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,,,,,,,,,,,,
16eedabd-c8b8-4c23-88f2-b17b3636f382,1860,2,00:11:33.327000,56,33,127,0.557633,3857256,16,Shot,773,Switzerland,3,From Free Kick,773,Switzerland,,5545.0,Breel-Donald Embolo,23.0,Center Forward,,,,,,,120.0,38.8,40.0,Right Foot,87.0,Open Play,116.1,39.3,,98.0,Off T,,0.6647709,91.0,Half Volley,True,,,,,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,,,,,,,,,,,,
5a1d44e8-2b65-422b-a804-0f5413ad2390,1979,2,00:15:06.027000,60,6,136,0.945234,3857256,16,Shot,786,Serbia,1,Regular Play,786,Serbia,,3831.0,Dušan Tadić,19.0,Center Attacking Midfield,,,,,,,120.0,37.1,38.0,Left Foot,87.0,Open Play,107.4,31.7,,98.0,Off T,,0.061684445,91.0,Half Volley,,,,,,4.1,96fe0168-ce66-4a54-8756-b92bad43f447,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,,,,,,,,,,,,
248db6b9-ea93-438e-84f0-20158bfbba14,2244,2,00:25:49.383000,70,49,153,0.14238,3857256,16,Shot,786,Serbia,1,Regular Play,786,Serbia,,4269.0,Aleksandar Mitrović,24.0,Left Center Forward,,,,,,,107.5,27.4,40.0,Right Foot,87.0,Open Play,106.2,25.8,,96.0,Blocked,,0.03203667,93.0,Normal,,,,,,,99dab295-834e-44c2-8d06-c77e76c7debb,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,,,,,,,,,,,,
06926bc9-8a40-48a4-9f61-e27d7dcf804d,2309,2,00:27:00.173000,72,0,155,0.067566,3857256,16,Shot,786,Serbia,1,Regular Play,786,Serbia,,6319.0,Luka Jović,22.0,Right Center Forward,,,,,,,103.1,43.1,37.0,Head,87.0,Open Play,102.2,43.2,,96.0,Blocked,1.0,0.02594082,93.0,Normal,,,,,,,85619c95-91ee-45fc-bcbc-3d59fc3da03a,,,,True,,,,,,,,,,,,,,,,,,,,,,,2022,,,,,,,,,,,,
3c23cdb3-0a42-49ae-9030-888e2f892171,2635,2,00:36:58.892000,81,58,168,0.808534,3857256,16,Shot,773,Switzerland,3,From Free Kick,773,Switzerland,,5549.0,Manuel Obafemi Akanji,5.0,Left Center Back,,,,,,,120.0,44.9,40.0,Right Foot,87.0,Open Play,99.4,52.7,,98.0,Off T,,0.030122569,93.0,Normal,True,,,,,2.3,7d38e7a3-f673-4f3f-afb0-c579b105c652,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,,,,,,,,,,,,
a8953e7b-69b5-4d68-922a-a3cf2ce6ca0f,2945,2,00:43:48.197000,88,48,185,0.070657,3857256,16,Shot,773,Switzerland,3,From Free Kick,773,Switzerland,,16022.0,Christian Fassnacht,21.0,Left Wing,,,,,,,107.0,30.1,40.0,Right Foot,87.0,Open Play,105.3,28.9,,100.0,Saved,,0.31681746,93.0,Normal,,,,,,0.0,6419cb53-0831-4b2d-bc4b-d4abea02b5b3,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,,,,,,,,,,,,
e7ede913-f7f7-48b7-92d3-b88295a117d7,3074,2,00:46:50.883000,91,50,191,1.21439,3857256,16,Shot,786,Serbia,4,From Throw In,786,Serbia,,6319.0,Luka Jović,22.0,Right Center Forward,,,,,,,120.0,37.1,37.0,Head,87.0,Open Play,105.0,39.8,,98.0,Off T,1.0,0.03223471,93.0,Normal,,,,,,4.1,afe0fe3d-4c8e-44c4-9f1b-04c223b685ea,,,,True,,,,,,,,,,,,,,,,,,,,,,,2022,,,,,,,,,,,,
e674f461-f75f-4df1-8950-f5922f84e9ce,3208,2,00:54:51.450000,99,51,203,0.791543,3857256,16,Shot,786,Serbia,3,From Free Kick,786,Serbia,,5833.0,Nemanja Radonjić,7.0,Right Wing Back,,,,,,,120.0,45.2,38.0,Left Foot,87.0,Open Play,105.7,51.3,,98.0,Off T,,0.042810295,91.0,Half Volley,True,,,,,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,,,,,,,,,,,,
9fd07a9a-2de2-4ba5-b400-6a2264835ba2,839,1,00:16:29.766000,16,29,25,0.938361,3869151,16,Shot,779,Argentina,3,From Free Kick,779,Argentina,,7006.0,Alejandro Darío Gómez,21.0,Left Wing,,,,,,,120.0,47.5,40.0,Right Foot,87.0,Open Play,98.2,20.1,,98.0,Off T,,0.011147299,93.0,Normal,,,,,,7.1,737eb3e8-23bf-4308-bc56-e9f9af6acd45,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,,,,,,,,,,,,
b70841d8-d3d3-40de-a009-58a8309e3ba2,1397,1,00:28:09.640000,28,9,42,0.432666,3869151,16,Shot,792,Australia,2,From Corner,792,Australia,,22293.0,Harry Souttar,3.0,Right Center Back,,,,,,,114.0,40.9,37.0,Head,87.0,Open Play,111.9,44.0,,96.0,Blocked,1.0,0.06809473,93.0,Normal,,,,,,,19f1e3d3-e10e-4039-a641-b349208f7034,,,,True,,,,,,,,,,,,,,,,,,,,,,,2022,,,,,,,,,,,,
53d825ac-a98d-41ca-b81f-1015dee17376,1646,1,00:34:35.083000,34,35,52,0.883672,3869151,16,Shot,779,Argentina,3,From Free Kick,779,Argentina,,5503.0,Lionel Andrés Messi Cuccittini,22.0,Right Center Forward,,,,,,,120.0,37.1,38.0,Left Foot,87.0,Open Play,104.2,48.9,,97.0,Goal,,0.06663833,93.0,Normal,,,,,,0.3,7c8c4c58-fd12-4739-90d0-6c7708632504,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,,,,,,,,,,,,
9fa41c60-ab9c-4fcb-8d5c-39a781e7a9c0,2431,2,00:04:59.175000,49,59,77,0.038189,3869151,16,Shot,779,Argentina,1,Regular Play,779,Argentina,,5503.0,Lionel Andrés Messi Cuccittini,22.0,Right Center Forward,,,,,,,116.9,40.0,38.0,Left Foot,87.0,Open Play,99.8,38.5,,100.0,Saved,,0.04517154,93.0,Normal,,,,,,0.6,a1eee7ac-6047-4e62-bd42-de9cad99923b,,,,,,,,,,,,,,True,,,,,,,,,,,,,2022,,,,,,,,,,,,
a7ce988c-2d9b-4d78-8b34-95e4d2774ae0,2752,2,00:11:41.079000,56,41,89,1.649001,3869151,16,Shot,792,Australia,1,Regular Play,779,Argentina,,29560.0,Julián Álvarez,24.0,Left Center Forward,,,,,,,120.0,36.5,40.0,Right Foot,87.0,Open Play,110.4,50.3,,97.0,Goal,,0.28060678,93.0,Normal,,,,,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,,,,,,,,,,,,
5f1b13a1-f49c-41a6-9040-2c7db303d427,3120,2,00:20:50.198000,65,50,100,0.893309,3869151,16,Shot,779,Argentina,2,From Corner,779,Argentina,,5503.0,Lionel Andrés Messi Cuccittini,22.0,Right Center Forward,,,,,,,120.0,31.6,38.0,Left Foot,87.0,Open Play,95.4,33.6,,98.0,Off T,,0.032841697,93.0,Normal,,,,,,6.2,71254354-d995-41d1-aa95-45965f495902,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,,,,,,,,,,,,
060deabd-8fca-4998-b49c-bf4dee752a0e,3411,2,00:29:43.196000,74,43,115,1.906571,3869151,16,Shot,779,Argentina,1,Regular Play,779,Argentina,,5507.0,Nicolás Alejandro Tagliafico,8.0,Left Wing Back,,,,,,,120.0,49.6,38.0,Left Foot,87.0,Open Play,103.2,24.9,,98.0,Off T,,0.05181273,93.0,Normal,,,,,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,,,,,,,,,,,,
5d585edf-d8ab-469c-b9ca-a6253faaa793,3452,2,00:31:09.967000,76,9,120,0.448576,3869151,16,Shot,792,Australia,1,Regular Play,792,Australia,,8346.0,Craig Goodwin,16.0,Left Midfield,,,,,,,104.9,26.6,38.0,Left Foot,87.0,Open Play,98.2,22.6,,96.0,Blocked,,0.013616442,91.0,Half Volley,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,,,,,,,,,,,,
2f0bd31e-adca-4b9e-96ea-5a64e1d9ce2e,3612,2,00:35:08.001000,80,8,128,0.158058,3869151,16,Shot,792,Australia,3,From Free Kick,792,Australia,,5479.0,Aziz Eraltay Behich,6.0,Left Back,,,,,,,111.4,33.7,40.0,Right Foot,87.0,Open Play,110.6,33.2,,96.0,Blocked,,0.07721693,93.0,Normal,,,,,,,4d33441a-ad0e-4f40-8f9a-2df6bac1c8f1,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,,,,,,,,,,,,
0b0970d0-4cfa-4f0c-aff3-210cb296226a,3620,2,00:35:41.680000,80,41,129,1.234929,3869151,16,Shot,792,Australia,2,From Corner,792,Australia,,8859.0,Ajdin Hrustic,12.0,Right Midfield,,,,,,,120.0,36.2,38.0,Left Foot,87.0,Open Play,100.0,52.7,,98.0,Off T,1.0,0.033247408,93.0,Normal,,,,,,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,,,,,,,,,,,,
fbbcbd30-78e7-4627-9714-bdf463a6c12e,3818,2,00:42:15.283000,87,15,138,2.376645,3869151,16,Shot,779,Argentina,3,From Free Kick,779,Argentina,,11456.0,Lautaro Javier Martínez,24.0,Left Center Forward,,,,,,,120.0,30.0,40.0,Right Foot,87.0,Open Play,108.3,52.3,,98.0,Off T,,0.051439364,93.0,Normal,True,,,,,0.2,98baf8ef-8291-478a-98d1-937af0f7d8c4,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,,,,,,,,,,,,
e48ce4af-0f98-4004-b235-e115cefa6bac,3854,2,00:43:11.394000,88,11,140,0.659907,3869151,16,Shot,779,Argentina,6,From Counter,779,Argentina,,11456.0,Lautaro Javier Martínez,24.0,Left Center Forward,,,,,,,120.0,45.1,40.0,Right Foot,87.0,Open Play,107.6,31.9,,98.0,Off T,,0.24890411,93.0,Normal,True,,,,,5.4,73bf0740-8e3a-495b-b4b9-d5e4f74b755a,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,,,,,,,,,,,,
8779a120-92be-4bef-b143-a0e91aa68bfb,3936,2,00:47:10.356000,92,10,148,0.13627,3869151,16,Shot,779,Argentina,4,From Throw In,779,Argentina,,11456.0,Lautaro Javier Martínez,24.0,Left Center Forward,,,,,,,114.1,35.9,38.0,Left Foot,87.0,Open Play,109.1,31.8,,100.0,Saved,,0.37209997,93.0,Normal,,,,,,0.5,f8959629-84ac-4161-b6c2-eae7d2737fb5,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,,,,,,,,,,,,
36dc8c71-010d-4cfb-8427-774a6e556620,3978,2,00:47:50.627000,92,50,150,0.71693,3869151,16,Shot,779,Argentina,1,Regular Play,779,Argentina,,5503.0,Lionel Andrés Messi Cuccittini,22.0,Right Center Forward,,,,,,,120.0,36.5,38.0,Left Foot,87.0,Open Play,104.6,52.2,,98.0,Off T,,0.055600196,93.0,Normal,,,,,,4.0,632f9b43-2028-4c3e-b7e2-80c11217fc58,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,,,,,,,,,,,,
1ec1a0e0-f57f-4390-879a-872cdc7be137,4012,2,00:48:43.050000,93,43,152,0.348384,3869151,16,Shot,779,Argentina,1,Regular Play,779,Argentina,,28268.0,Exequiel Alejandro Palacios,15.0,Left Center Midfield,,,,,,,107.3,47.9,40.0,Right Foot,87.0,Open Play,103.6,50.1,,96.0,Blocked,,0.046685893,93.0,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,,,,,,,,,,,,
015c52d6-b1c1-45c2-b450-75238519b983,4026,2,00:48:54.984000,93,54,152,0.136651,3869151,16,Shot,779,Argentina,1,Regular Play,779,Argentina,,5503.0,Lionel Andrés Messi Cuccittini,22.0,Right Center Forward,,,,,,,103.5,39.9,38.0,Left Foot,87.0,Open Play,102.2,40.0,,96.0,Blocked,1.0,0.032042325,93.0,Normal,,,,,,,e9b875ce-1696-486c-ae9a-31c5b059969a,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,,,,,,,,,,,,
6c7be4e1-edc2-4255-951e-1b21ee426a72,4035,2,00:48:59.498000,93,59,152,0.151796,3869151,16,Shot,779,Argentina,1,Regular Play,779,Argentina,,11456.0,Lautaro Javier Martínez,24.0,Left Center Forward,,,,,,,119.1,36.6,38.0,Left Foot,87.0,Open Play,108.3,30.8,,100.0,Saved,,0.076142184,93.0,Normal,,,,,,0.2,6436c3df-cb37-4f06-9c76-3db2c4fbdbff,,,,,,,,,,,,,,True,,,,,,,,,,,,,2022,,,,,,,,,,,,
9fddcb1c-e704-48ad-a1e4-1bd6318e9cd0,4039,2,00:49:00.772000,94,0,152,2.218924,3869151,16,Shot,779,Argentina,1,Regular Play,779,Argentina,,5503.0,Lionel Andrés Messi Cuccittini,22.0,Right Center Forward,,,,,,,120.0,53.8,38.0,Left Foot,87.0,Open Play,106.4,37.0,,101.0,Wayward,,0.110446885,91.0,Half Volley,True,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,2022,,,,,,,,,,,,
e0cbd7b9-8daf-45c3-8d36-967f5ff74080,4140,2,00:51:36.167000,96,36,155,0.706326,3869151,16,Shot,792,Australia,1,Regular Play,792,Australia,,227697.0,Garang Kuol,24.0,Left Center Forward,,,,,,,115.7,46.4,40.0,Right Foot,87.0,Open Play,113.1,49.4,,100.0,Saved,,0.23394231,93.0,Normal,,,,,,1.2,64b2a104-f0bf-4c01-91c2-6258e40bdf6e,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,,,,,,,,,,,,
f0cb1d2a-2a77-42a6-be8c-4fa4187bed6a,99,1,00:02:29.010000,2,29,8,0.410769,3857257,16,Shot,792,Australia,4,From Throw In,792,Australia,,33477.0,Riley McGree,22.0,Right Center Forward,,,,,,,102.9,44.5,38.0,Left Foot,87.0,Open Play,94.6,46.6,,96.0,Blocked,,0.038979717,93.0,Normal,,,,,,,a780988c-f7bf-4e49-8b46-ee6543b9e309,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,,,,,,,,,,,,
701998cd-e517-4ebd-a496-419fe51d4a12,358,1,00:10:00.344000,10,0,22,0.094992,3857257,16,Shot,776,Denmark,7,From Goal Kick,776,Denmark,,27569.0,Jesper Lindstrøm,21.0,Left Wing,,,,,,,111.1,43.6,40.0,Right Foot,87.0,Open Play,110.1,43.9,,96.0,Blocked,,0.09599891,93.0,Normal,True,,,,,,8a18e88f-3358-4b3f-a7dc-bd2dcec6ae66,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,,,,,,,,,,,,
4c71ffe3-b6ac-4b8b-a9c2-4e0a88be94fe,408,1,00:10:52.742000,10,52,22,0.427876,3857257,16,Shot,776,Denmark,7,From Goal Kick,776,Denmark,,18722.0,Mathias Jensen,13.0,Right Center Midfield,,,,,,,117.7,45.4,40.0,Right Foot,87.0,Open Play,112.7,56.3,,100.0,Saved,,0.019605601,93.0,Normal,,,,,,2.4,ceec1ec1-cc5f-4312-a258-d8b348b0c087,,,,,,,,True,,,,,,,,,,,,,,,,,,,2022,,,,,,,,,,,,
3f92e039-be0b-4352-a2a5-f8d1521d4307,483,1,00:13:33.376000,13,33,25,0.680154,3857257,16,Shot,776,Denmark,4,From Throw In,776,Denmark,,17042.0,Andreas Skov Olsen,17.0,Right Wing,,,,,,,120.0,45.1,40.0,Right Foot,87.0,Open Play,104.7,50.7,,98.0,Off T,,0.10059545,93.0,Normal,,,,,,5.0,2acd99b9-9cc5-4504-8125-1fd20c259b88,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,,,,,,,,,,,,
15f46e99-0d0c-4f58-b1fd-500ba56c490b,768,1,00:21:44.138000,21,44,44,0.90947,3857257,16,Shot,792,Australia,3,From Free Kick,792,Australia,,33477.0,Riley McGree,22.0,Right Center Forward,,,,,,,117.5,42.9,38.0,Left Foot,87.0,Open Play,101.3,59.0,,100.0,Saved,,0.010740947,91.0,Half Volley,,,,,,2.3,76f73b0a-5345-4ca3-b6d5-b2aa566856f0,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,,,,,,,,,,,,
db3c5470-e81b-4b19-abbe-d9b10e9ac5d2,890,1,00:24:07.245000,24,7,51,0.665379,3857257,16,Shot,776,Denmark,4,From Throw In,776,Denmark,,17042.0,Andreas Skov Olsen,17.0,Right Wing,,,,,,,116.4,44.4,40.0,Right Foot,87.0,Open Play,109.6,50.5,,100.0,Saved,,0.09373255,93.0,Normal,True,,,,,0.4,b3e0db39-c855-4fcb-a119-256c95b4edad,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,,,,,,,,,,,,
905337d4-0b79-404a-978e-344c51fff75e,1076,1,00:28:36.731000,28,36,61,0.755119,3857257,16,Shot,776,Denmark,1,Regular Play,776,Denmark,,3043.0,Christian Dannemann Eriksen,15.0,Left Center Midfield,,,,,,,120.0,33.5,40.0,Right Foot,87.0,Open Play,102.9,25.6,,98.0,Off T,,0.035615563,93.0,Normal,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,,,,,,,,,,,,
25216d44-cb66-4847-a781-3d30ec9ff94d,1209,1,00:31:33.094000,31,33,68,1.151534,3857257,16,Shot,792,Australia,4,From Throw In,792,Australia,,33492.0,Mitchell Thomas Duke,24.0,Left Center Forward,,,,,,,118.4,41.7,37.0,Head,87.0,Open Play,102.5,36.7,,100.0,Saved,,0.037495814,93.0,Normal,,,,,,1.8,31337d8d-501a-4be7-bf5b-ce761a063df2,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,,,,,,,,,,,,
