minute,second,period,under_pressure,shot_first_time,shot_one_on_one,shot_open_goal,shot_deflected,x,y,end_x,end_y,goal,shot_angle,distance_from_center,shot_body_part_Left Foot,shot_body_part_Other,shot_body_part_Right Foot,shot_technique_Diving Header,shot_technique_Half Volley,shot_technique_Lob,shot_technique_Normal,shot_technique_Overhead Kick,shot_technique_Volley,play_pattern_From Counter,play_pattern_From Free Kick,play_pattern_From Goal Kick,play_pattern_From Keeper,play_pattern_From Kick Off,play_pattern_From Throw In,play_pattern_Other,play_pattern_Regular Play,shot_distance
51,43,2,0,0,0,0,0,92.6,22.7,102.6,30.1,0,0.2088897330549768,17.3,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,32.404474999604616
59,3,2,0,0,0,0,0,101.6,52.7,120.0,34.8,0,0.295329807820098,12.700000000000005,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,22.357325421436265
66,7,2,0,0,0,0,0,116.2,31.1,116.9,32.6,0,0.3731576618338698,8.899999999999999,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9.67729300992793
68,54,2,0,1,0,0,0,97.3,43.8,120.0,55.1,0,0.3397832990418808,3.799999999999997,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,23.01586409414168
79,10,2,0,0,0,0,0,95.3,22.5,115.6,37.2,0,0.2160472387299019,17.5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,30.271108337819417
89,35,2,1,0,1,0,0,114.6,51.8,115.8,48.6,0,0.2762184965571326,11.799999999999995,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,12.976902558006667
94,59,2,0,1,0,0,0,100.7,25.2,120.0,45.2,0,0.2621028419458426,14.8,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,24.32138976292268
1,45,1,0,0,0,0,1,110.1,23.0,119.5,36.2,0,0.2103145774014277,17.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,19.672569735548027
5,2,1,1,0,1,0,0,112.3,34.1,112.4,39.6,0,0.6678325892598049,5.899999999999999,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,9.700515450222222
7,22,1,0,0,0,0,0,54.2,44.2,114.2,26.8,0,0.1209413787614565,4.200000000000003,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,65.93390630017305
8,54,1,1,1,0,0,0,106.1,42.8,120.0,44.7,0,0.5410947196142885,2.799999999999997,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,14.179210133149171
9,49,1,0,0,0,0,0,107.9,55.5,108.8,54.3,0,0.2554503463973083,15.5,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,19.663672088396915
13,34,1,0,0,0,0,0,98.4,58.0,120.0,34.8,0,0.2194999282101676,18.0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,28.11689883326395
15,50,1,1,0,0,0,0,114.6,33.6,120.0,42.6,1,0.6736583986680817,6.399999999999999,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8.373768566183331
19,28,1,1,1,0,0,0,107.0,38.9,119.3,41.3,0,0.5933408168605516,1.1000000000000014,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,13.046455457326331
21,16,1,0,1,0,0,0,104.8,40.8,120.0,42.6,0,0.5133750978400548,0.7999999999999972,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,15.22103807235236
22,46,1,0,1,0,0,0,112.1,53.4,118.5,0.3,0,0.2727148582419675,13.4,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,15.555384919699032
26,42,1,0,0,0,0,0,110.1,43.1,118.1,34.6,0,0.7128177678133557,3.1000000000000014,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,10.374005976477946
26,43,1,1,0,0,0,0,118.5,33.7,118.9,34.9,0,0.4332874977423057,6.299999999999997,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,6.476109943476868
27,51,1,1,0,0,0,0,101.1,19.6,120.0,32.7,0,0.197047671949846,20.4,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,27.809530740377483
28,49,1,0,0,0,0,1,97.7,34.5,120.0,40.0,1,0.3355615406383213,5.5,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,22.968238939892625
31,27,1,0,0,0,0,1,109.5,23.2,118.3,36.9,0,0.2195181166034422,16.8,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,19.81136037731887
41,45,1,1,1,0,0,0,112.6,34.0,120.0,37.9,0,0.6697622738935083,6.0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,9.526804291051649
44,56,1,0,0,0,0,0,92.3,29.7,120.0,47.5,0,0.2529267417750751,10.3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,29.553003231482247
45,58,1,0,0,0,0,0,108.0,50.5,120.0,35.1,0,0.3830366446205527,10.5,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,15.945218719101977
47,35,2,0,0,0,0,0,95.3,49.4,97.6,48.6,0,0.2818376878783085,9.4,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,26.42820463065927
47,47,2,0,0,0,0,0,98.4,53.0,101.7,51.2,0,0.2719954448369499,13.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,25.210315349078837
48,7,2,0,0,0,0,0,83.3,34.1,120.0,34.0,0,0.2117583131753272,5.899999999999999,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,37.17122543043208
53,45,2,0,1,0,0,0,106.5,50.7,120.0,45.9,0,0.3672454393575012,10.700000000000005,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,17.22614292289484
57,56,2,0,0,0,0,1,108.2,51.3,118.2,44.4,0,0.3598227775902587,11.299999999999995,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,16.337992532744035
58,4,2,0,0,0,0,0,95.9,46.5,118.3,40.5,0,0.3075209862732562,6.5,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,24.961169844380287
62,9,2,0,1,0,0,0,108.9,32.4,109.5,40.1,0,0.4938003817937246,7.600000000000001,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,13.452509059651286
64,5,2,1,0,0,0,0,110.0,56.3,120.0,32.1,0,0.2249037277038309,16.299999999999997,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,19.123022773609826
72,50,2,0,0,0,0,0,110.9,41.9,120.0,40.4,0,0.8020144247891651,1.8999999999999984,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9.296235797353674
79,15,2,0,0,0,0,0,115.5,39.4,112.6,57.8,0,1.4434339253005048,0.6000000000000014,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4.539823785126467
82,42,2,1,1,0,0,0,110.6,36.7,120.0,38.3,1,0.7346371364759915,3.299999999999997,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,9.962429422585643
88,47,2,1,1,0,0,0,112.0,36.4,119.2,36.5,0,0.8097211505977135,3.6000000000000014,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,8.772684879784524
88,48,2,0,1,0,0,0,119.0,32.0,120.0,35.0,0,0.1618374312384227,8.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,8.06225774829855
91,47,2,0,0,0,0,0,88.9,45.8,118.8,43.0,0,0.2474498867864378,5.799999999999997,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,31.636213427020618
94,47,2,0,0,0,0,0,90.3,29.2,118.3,38.9,0,0.2372230683860483,10.8,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,31.60268975894299
9,35,1,0,0,0,0,0,108.9,26.0,118.5,36.0,0,0.2848993623209128,14.0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,17.866449003649265
10,2,1,0,1,0,0,0,116.4,47.1,118.8,43.2,0,0.5462663013946312,7.100000000000001,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,7.9605276207045454
11,23,1,0,0,0,0,0,99.9,24.0,120.0,34.0,0,0.2446827013693812,16.0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,25.690659781329085
12,50,1,0,0,0,0,0,92.5,36.0,117.2,39.8,0,0.2830957852994955,4.0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,27.789386463180502
16,27,1,0,0,0,0,0,99.7,50.8,118.6,37.4,0,0.3067392451846268,10.799999999999995,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,22.99412968563933
16,56,1,0,0,0,0,0,114.4,45.7,120.0,37.6,1,0.7524904574635051,5.700000000000003,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,7.990619500389188
22,1,1,0,0,0,0,0,93.2,41.7,120.0,45.9,0,0.2951750176442472,1.7000000000000028,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,26.85386378158644
27,39,1,1,0,0,0,0,112.5,29.1,113.6,30.2,0,0.3607121747709617,10.9,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,13.231024147812594
28,29,1,0,0,0,0,0,104.4,24.3,108.2,28.8,0,0.2575262671254991,15.7,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,22.13255520720551
28,30,1,0,1,0,0,0,111.9,45.2,120.0,45.5,0,0.7018181425946494,5.200000000000003,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9.625487000666508
33,6,1,0,1,0,0,0,109.1,45.7,110.1,44.9,0,0.5724946275067793,5.700000000000003,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,12.30040649734797
42,9,1,0,0,0,0,0,106.5,65.2,118.8,44.0,0,0.1339752748320029,25.200000000000003,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,28.588284313683467
43,11,1,1,0,0,0,1,100.3,31.4,117.0,41.3,0,0.3396326527831934,8.600000000000001,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,21.49534833400008
43,58,1,0,1,0,0,0,102.8,39.2,103.7,45.7,0,0.4560893470683623,0.7999999999999972,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,17.21859460002471
50,40,2,0,0,1,0,0,115.1,43.7,115.3,34.2,0,1.0652152719206904,3.700000000000003,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,6.140032573203507
53,7,2,0,1,0,0,0,108.8,37.3,120.0,36.6,1,0.6546597822538435,2.700000000000003,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,11.520850663037
57,42,2,0,0,0,0,0,97.3,59.2,100.1,56.8,0,0.2062579211310693,19.200000000000003,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,29.730960293942747
68,40,2,1,0,0,0,0,113.6,32.9,114.3,33.5,0,0.596708359068954,7.100000000000001,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9.558765610684263
73,23,2,0,0,0,0,0,97.8,55.1,104.3,49.8,0,0.2468305128618343,15.1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,26.848649872945195
73,44,2,0,1,0,0,0,113.7,27.7,119.1,35.6,0,0.2804419848316545,12.3,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,13.819551367537224
76,20,2,1,0,0,0,0,97.8,28.6,105.6,31.7,0,0.2847304385227122,11.4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,24.95596121170251
79,5,2,0,0,1,0,0,114.8,49.2,120.0,40.4,1,0.4101273405414909,9.200000000000005,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,10.56787585089833
80,54,2,0,1,0,0,0,104.1,45.7,106.0,44.7,0,0.4412722510519643,5.700000000000003,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,16.8908259123111
81,17,2,1,0,0,0,0,107.8,43.4,120.0,22.3,0,0.5943678899532954,3.3999999999999986,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,12.664912159190054
84,9,2,0,0,0,0,0,92.1,21.7,120.0,43.7,0,0.2006706764302259,18.3,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,33.366150512158285
89,22,2,1,0,0,0,0,115.2,29.9,120.0,52.3,0,0.3385729312389657,10.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11.182575731914362
94,16,2,0,0,0,0,0,85.8,38.5,87.5,38.4,0,0.2324230658399586,1.5,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,34.232878932394804
2,11,1,0,0,0,0,0,110.7,30.3,117.7,38.1,0,0.4245655270061997,9.7,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,13.438005804433928
2,13,1,0,1,0,0,0,108.9,32.4,113.0,35.5,0,0.4938003817937246,7.600000000000001,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,13.452509059651286
2,15,1,0,1,0,0,0,112.8,46.4,118.5,42.4,0,0.6435011087932844,6.399999999999999,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,9.633275663033835
3,2,1,1,0,0,0,0,105.6,41.2,117.7,38.0,0,0.5385868816746717,1.2000000000000028,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,14.44991349455076
7,5,1,0,0,0,0,0,99.6,52.7,106.9,48.1,0,0.2828808018520544,12.700000000000005,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,24.030189345904045
7,59,1,0,0,0,0,0,102.2,37.3,103.3,37.3,0,0.4329057086952325,2.700000000000003,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,18.00361074895811
12,30,1,0,0,0,0,0,93.5,44.0,96.4,44.0,0,0.2931868965578822,4.0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,26.800186566514792
14,16,1,1,0,0,0,0,112.2,42.3,118.7,35.9,0,0.8940066868990724,2.299999999999997,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8.132035415564786
22,1,1,1,0,0,0,0,108.5,42.3,109.2,39.7,0,0.6479358440745326,2.299999999999997,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,11.727744881263405
22,3,1,1,1,0,0,0,113.9,35.8,116.3,37.0,0,0.898433947937487,4.200000000000003,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,7.406078584514207
26,39,1,0,1,0,0,0,113.6,43.0,116.0,41.3,0,0.9851411367760043,3.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,7.068238818828922
28,8,1,0,0,0,0,0,101.1,27.1,116.7,38.3,0,0.2894928923407235,12.9,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,22.88274459062986
33,3,1,0,1,0,0,0,101.1,56.3,102.1,55.3,0,0.2441643310593118,16.299999999999997,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,24.95796466060484
48,20,1,0,0,0,0,0,108.1,40.1,120.0,43.1,1,0.648500559577246,0.1000000000000014,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,11.900420160649796
49,45,1,0,0,0,0,0,104.6,39.9,115.4,38.6,0,0.5082302768025678,0.1000000000000014,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,15.40032467190222
50,52,2,1,0,0,0,0,109.3,41.0,112.6,44.1,0,0.7104939922437727,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,10.746627377926533
56,4,2,0,1,0,0,0,115.5,52.2,115.9,51.2,0,0.2309595927135725,12.200000000000005,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,13.0034610777285
56,34,2,0,1,0,0,0,99.7,31.4,111.7,42.2,0,0.3326559756052942,8.600000000000001,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,22.046541678911908
56,46,2,1,0,0,0,0,102.9,34.8,120.0,46.5,0,0.4235319896437185,5.200000000000003,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,17.873164241398328
58,6,2,1,0,0,0,0,115.1,44.1,120.0,36.1,0,1.0063483232863133,4.100000000000001,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6.38905313798532
58,7,2,0,0,1,1,0,117.7,36.5,120.0,36.8,1,1.4872952856209127,3.5,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4.188078318274383
61,0,2,0,0,0,0,0,111.4,44.7,120.0,34.2,0,0.7099621393903726,4.700000000000003,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9.80051019080129
65,15,2,1,0,0,0,0,95.4,44.6,116.9,41.7,0,0.3119272226166623,4.600000000000001,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,25.026386075500387
70,16,2,0,0,0,0,0,91.7,36.6,120.0,47.4,0,0.27695591940462,3.3999999999999986,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,28.503508555965524
71,21,2,0,0,0,0,0,82.5,28.6,87.7,30.3,0,0.1948376775527715,11.4,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,39.19451492237148
71,48,2,1,0,0,0,0,91.8,35.6,120.0,50.6,0,0.2753202259700795,4.399999999999999,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,28.54119829299394
76,20,2,1,0,0,0,0,112.8,32.5,120.0,46.9,0,0.558940872048213,7.5,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,10.396634070698076
77,15,2,1,0,0,0,0,100.9,45.2,116.2,42.3,0,0.3861359947337521,5.200000000000003,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,19.795201438732565
78,42,2,0,0,0,0,0,92.7,59.5,120.0,36.9,0,0.1943536518185312,19.5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,33.54906854146624
93,38,2,1,0,0,0,0,101.0,23.0,116.9,38.6,0,0.2353063457176375,17.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,25.495097567963924
94,44,2,0,1,0,0,0,88.9,41.4,103.9,39.1,0,0.2553267381540141,1.3999999999999986,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,31.13149530620076
94,55,2,0,1,0,0,0,108.1,49.2,120.0,39.4,0,0.4251752305889073,9.200000000000005,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,15.041608956491327
5,28,1,1,0,0,0,0,113.7,37.4,120.0,42.7,0,1.027318732081853,2.6000000000000014,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6.815423684555492
6,50,1,0,0,0,0,0,99.0,59.3,108.3,48.9,0,0.2076251420080586,19.3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,28.521746089606783
9,3,1,1,0,0,0,0,113.4,36.5,120.0,35.4,0,0.9247546191669656,3.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7.470609078247899
9,43,1,0,1,0,0,0,98.2,32.6,120.0,36.1,0,0.3271105589967199,7.399999999999999,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,23.021728866442675
10,54,1,0,0,0,0,1,92.7,40.9,115.5,40.1,0,0.2906649593451035,0.8999999999999986,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,27.314831136216085
11,36,1,0,0,0,0,0,101.3,25.7,120.0,50.8,0,0.2711289256887722,14.3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,23.541028014935968
13,25,1,0,0,0,0,0,111.6,20.7,118.8,37.2,0,0.1560787606994838,19.3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,21.04875293218105
20,33,1,0,0,0,0,0,103.3,31.0,120.0,33.6,0,0.3705502467247283,9.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,18.970766985021985
22,29,1,0,0,0,0,0,92.6,29.1,104.1,33.8,0,0.2513718959236811,10.9,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,29.48847232394381
24,57,1,0,1,0,0,0,102.6,48.7,120.0,43.7,1,0.3666838054727792,8.700000000000003,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,19.45379140424818
26,33,1,0,1,0,0,0,111.6,45.6,113.4,38.0,0,0.663744821868501,5.600000000000001,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,10.095543571299176
29,12,1,0,0,0,0,0,110.0,20.4,118.5,36.0,0,0.1692470151244753,19.6,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,22.00363606316011
31,44,1,0,1,0,0,0,111.2,49.7,120.0,43.6,1,0.4250519889355781,9.700000000000005,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,13.096946208945049
34,50,1,1,1,0,0,0,107.1,41.9,120.0,34.9,0,0.5903363215979431,1.8999999999999984,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,13.039171752837683
36,32,1,0,1,0,0,0,98.4,37.4,100.4,37.8,0,0.3612700904852925,2.6000000000000014,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,21.75591873490981
39,30,1,0,0,0,0,0,107.1,34.6,108.6,34.9,0,0.5216134853765767,5.399999999999999,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,13.984634424968002
40,43,1,0,1,0,0,0,73.2,39.2,120.0,57.1,0,0.170476525164081,0.7999999999999972,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,46.806837107414125
45,27,2,0,1,0,0,0,111.7,46.2,118.0,42.8,0,0.6286400191214965,6.200000000000003,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,10.360019305001318
47,34,2,1,0,0,0,0,107.9,49.7,108.3,49.3,0,0.4070938343934723,9.700000000000005,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,15.50806241927082
48,28,2,0,0,0,0,0,112.5,22.7,118.9,36.5,0,0.1749040468312681,17.3,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,18.85576834817399
51,0,2,0,0,0,0,0,111.1,36.6,111.7,36.9,0,0.7609459577503467,3.3999999999999986,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,9.527329111561125
56,21,2,0,0,0,0,0,93.2,31.5,118.5,39.7,0,0.2700642715451187,8.5,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,28.11565400270817
59,6,2,1,0,0,0,0,101.2,24.7,101.9,25.3,0,0.2573194087357461,15.3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,24.239018131929356
59,53,2,0,0,0,0,0,96.6,51.5,99.9,50.1,0,0.2748701245656887,11.5,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,26.073166282597903
60,8,2,1,1,0,0,0,95.8,46.1,120.0,33.3,0,0.3088177799565457,6.100000000000001,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,24.95696295625732
61,49,2,0,1,0,0,0,109.4,30.4,120.0,53.3,0,0.4227039349570759,9.6,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,14.301048912579802
64,54,2,0,0,0,0,0,95.5,53.4,120.0,36.5,1,0.2511885216653799,13.4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,27.925078334715558
68,5,2,0,1,0,0,0,108.9,36.5,114.6,39.2,0,0.6392283195749612,3.5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,11.638728452885214
69,16,2,1,0,0,0,0,107.6,41.5,120.0,41.9,0,0.61642177292956,1.5,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,12.49039631076613
71,27,2,0,0,0,0,0,52.0,38.1,114.9,44.5,0,0.1174205000408238,1.8999999999999984,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,68.02653893885827
74,35,2,0,0,0,0,0,111.2,32.3,112.3,38.2,0,0.5279147830040365,7.700000000000003,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,11.693160394008114
86,23,2,0,0,1,0,0,111.8,37.6,118.4,39.1,0,0.855430266555377,2.3999999999999986,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,8.544003745317534
92,46,2,1,1,0,0,0,114.8,32.5,115.3,32.9,0,0.5537086908132446,7.5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,9.126335518706291
92,47,2,0,1,0,0,0,111.4,37.4,120.0,33.2,0,0.8159458777440832,2.6000000000000014,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,8.984430978086476
95,29,2,0,1,0,0,0,108.9,45.6,115.3,42.0,0,0.5699027448752046,5.600000000000001,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,12.432618388738549
96,29,2,0,0,1,1,0,96.1,52.9,120.0,38.0,1,0.2590077912747716,12.9,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,27.159160517217764
1,0,1,0,0,0,0,1,81.5,42.0,117.1,40.2,0,0.2065019438893738,2.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,38.55191305240247
8,45,1,0,0,0,0,0,115.0,33.0,120.0,37.0,1,0.6037493333974363,7.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,8.602325267042627
9,57,1,0,1,0,0,0,107.5,45.2,110.2,43.9,0,0.5387740268117667,5.200000000000003,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,13.538463723776047
16,1,1,0,1,0,0,0,105.5,38.4,117.5,38.6,0,0.5325896238731146,1.6000000000000014,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,14.588008774332431
16,33,1,0,0,0,0,0,104.5,43.5,107.3,43.4,0,0.4829082085158875,3.5,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,15.890248582070704
17,57,1,0,1,0,0,0,106.7,29.1,120.0,43.1,0,0.3635031130385921,10.9,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,17.195929750961415
23,29,1,1,0,0,0,0,97.3,46.3,107.7,45.1,0,0.3249865011565497,6.299999999999997,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,23.558013498595336
26,47,1,0,0,0,0,0,99.4,38.0,109.6,41.3,0,0.3802052982555262,2.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,20.69685966517625
29,34,1,0,1,0,0,0,108.9,40.0,113.4,40.7,0,0.691749119674483,0.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11.099999999999994
29,36,1,0,0,0,0,0,113.8,41.6,120.0,43.2,1,1.1039281170128517,1.6000000000000014,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6.403124237432851
38,24,1,0,0,0,0,0,106.9,32.0,111.7,35.9,0,0.4452496262789703,8.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,15.349592828475934
41,28,1,0,0,0,0,0,90.9,36.1,120.0,35.0,0,0.2685249951338371,3.899999999999999,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,29.360177111182413
45,40,1,0,0,0,0,0,91.6,47.5,119.0,43.1,0,0.262127633108273,7.5,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,29.37362762751649
46,7,1,1,0,0,0,0,110.1,38.8,110.9,39.2,0,0.7592743813560872,1.2000000000000028,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9.972462083156804
48,57,2,0,0,0,0,0,94.0,47.8,98.6,45.8,0,0.2809214608734848,7.799999999999997,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,27.14479692316743
