minute,second,period,under_pressure,shot_first_time,shot_one_on_one,shot_open_goal,shot_deflected,x,y,end_x,end_y,goal,shot_angle,distance_from_center,shot_body_part_Left Foot,shot_body_part_Other,shot_body_part_Right Foot,shot_technique_Diving Header,shot_technique_Half Volley,shot_technique_Lob,shot_technique_Normal,shot_technique_Overhead Kick,shot_technique_Volley,play_pattern_From Counter,play_pattern_From Free Kick,play_pattern_From Goal Kick,play_pattern_From Keeper,play_pattern_From Kick Off,play_pattern_From Throw In,play_pattern_Other,play_pattern_Regular Play,shot_distance
14,29,1,0,0,0,0,0,93.2,46.2,95.8,46.0,0,0.2817626882215223,6.200000000000003,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,27.50781707078917
15,0,1,0,0,0,0,0,95.3,45.6,98.8,44.9,0,0.3060089487236074,5.600000000000001,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,25.32686320885396
17,29,1,0,0,0,0,0,110.0,48.1,120.0,45.1,0,0.4910391003580416,8.100000000000001,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,12.868954891520913
20,26,1,0,1,0,0,0,93.5,49.8,120.0,40.9,0,0.2646429504129703,9.799999999999995,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,28.25402626175604
21,52,1,0,1,0,0,0,107.3,49.2,111.2,47.6,0,0.4160755064608715,9.200000000000005,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,15.68215546409358
24,33,1,1,1,0,0,0,106.1,31.4,120.0,36.0,0,0.4167901247540557,8.600000000000001,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,16.345335726133012
28,3,1,1,1,0,0,0,117.8,50.7,118.2,48.7,0,0.1687089998973958,10.700000000000005,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.923827168167762
33,25,1,0,0,0,0,0,91.1,56.0,102.0,47.9,0,0.2118026952874565,16.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,33.03346787729076
38,39,1,0,1,0,0,0,86.0,40.7,120.0,49.3,0,0.2341204977446383,0.7000000000000028,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,34.00720511891561
45,13,1,0,0,0,0,0,111.7,39.8,120.0,49.2,0,0.8978026056286635,0.2000000000000028,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,8.302409288875126
48,40,1,0,0,0,0,0,92.4,51.0,118.5,39.9,0,0.2494365276487112,11.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,29.711277320236498
48,27,2,0,0,0,0,0,90.3,38.9,120.0,45.5,0,0.2673931669515529,1.1000000000000014,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,29.720363389433853
49,15,2,0,0,0,0,0,101.0,40.3,103.3,40.2,0,0.4148962233040977,0.2999999999999971,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,19.00236827345476
54,35,2,0,0,0,0,0,108.5,41.6,120.0,43.3,1,0.6589010946036211,1.6000000000000014,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,11.61077086157504
57,31,2,0,0,1,0,0,103.8,47.9,120.0,42.9,1,0.3973059276820416,7.899999999999999,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,18.02359564570844
62,43,2,1,0,0,0,0,95.4,24.1,120.0,34.3,0,0.2296152389980483,15.9,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,29.291124935720717
71,41,2,0,0,0,0,0,94.3,39.2,120.0,47.1,0,0.308519130274708,0.7999999999999972,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,25.71244834705556
76,26,2,1,1,0,0,0,110.1,36.9,120.0,44.1,0,0.7128177678133557,3.1000000000000014,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10.374005976477946
76,56,2,0,0,0,0,0,113.4,50.5,115.4,35.4,0,0.3658846293153137,10.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12.402015965156629
76,59,2,0,1,0,0,0,101.0,36.1,120.0,33.0,0,0.3993065655852698,3.899999999999999,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,19.39613363534083
79,33,2,0,0,0,0,0,89.1,28.0,120.0,51.0,0,0.2244483533655037,12.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,33.148303123991134
81,41,2,0,1,0,0,0,107.1,46.7,120.0,45.3,0,0.486122560358314,6.700000000000003,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,14.536161804272824
84,47,2,1,0,0,0,0,108.2,43.8,117.0,41.2,0,0.6010285848292126,3.799999999999997,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,12.396773773849384
90,37,2,0,0,0,0,0,101.0,49.5,109.9,46.0,0,0.3359838582928804,9.5,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,21.242645786248
96,5,2,0,0,0,0,0,108.1,40.1,120.0,35.9,1,0.648500559577246,0.1000000000000014,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,11.900420160649796
3,21,1,1,0,0,0,0,108.2,40.8,110.2,40.2,0,0.6511545447271034,0.7999999999999972,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11.82708755357801
10,49,1,0,0,0,0,0,100.4,19.8,106.8,25.3,0,0.1993273024566866,20.2,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,28.146047679914133
16,32,1,0,1,0,0,0,100.7,54.5,117.9,40.8,0,0.2659802994778911,14.5,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,24.14000828500272
16,33,1,0,1,0,0,0,113.4,35.4,120.0,36.8,1,0.8255656722707604,4.600000000000001,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,8.044874144447503
25,58,1,0,1,0,0,0,109.3,40.7,120.0,48.5,0,0.7130358385606825,0.7000000000000028,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,10.722872749408156
34,56,1,0,0,1,0,0,113.3,39.5,120.0,44.0,0,1.0728362401948586,0.5,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,6.718630812896333
35,4,1,1,0,0,0,0,94.0,36.6,112.3,37.1,0,0.3003562270825127,3.3999999999999986,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,26.221365334398588
42,28,1,1,0,0,0,0,114.9,31.2,115.3,31.9,0,0.4365332542827813,8.8,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10.171037311896953
43,43,1,0,0,0,0,0,86.3,22.9,120.0,54.5,0,0.1886510180091808,17.1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,37.79021037252903
47,4,1,0,1,0,0,0,92.5,26.9,120.0,42.0,0,0.2367408419052029,13.1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,30.46079447420897
49,6,2,0,0,0,0,0,100.9,48.2,108.9,45.8,0,0.3519708384534508,8.200000000000003,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,20.78581246908573
49,15,2,0,1,0,0,0,100.0,43.8,120.0,30.4,0,0.3818557405352465,3.799999999999997,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,20.357799488156868
54,31,2,0,1,0,0,0,115.3,45.8,115.6,45.6,0,0.7578608353665259,5.799999999999997,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,7.465252842335616
55,30,2,1,0,0,0,0,112.9,39.2,120.0,37.2,1,1.017914411234583,0.7999999999999972,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7.144928271158494
59,42,2,1,1,0,0,0,116.3,45.4,120.0,45.0,0,0.8340753581415961,5.399999999999999,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,6.545991139621258
64,20,2,1,0,0,0,0,111.9,25.2,116.9,36.5,0,0.2366850144279971,14.8,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,16.871573726241422
66,12,2,1,0,1,0,0,108.4,27.2,109.0,28.0,0,0.3174952609321659,12.8,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,17.274258305351342
71,58,2,0,1,0,0,0,108.9,44.8,115.9,40.1,0,0.5983831579216736,4.799999999999997,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,12.093386622447818
82,41,2,0,0,1,0,0,110.9,29.9,115.1,35.2,0,0.407134415404963,10.1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,13.594851966829204
82,51,2,1,0,0,0,0,98.3,50.7,105.3,46.5,0,0.2959397561111371,10.700000000000005,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,24.19462750281558
87,50,2,0,1,0,0,0,94.0,30.2,103.3,29.0,0,0.2684756496935275,9.8,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,27.78560778532656
89,28,2,0,0,0,0,0,104.3,46.6,114.3,41.9,0,0.4297434320343195,6.600000000000001,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,17.030854353202606
91,2,2,0,0,0,0,0,111.3,46.5,120.0,39.9,1,0.5990578360327945,6.5,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,10.860018416190648
93,54,2,0,0,0,0,0,107.0,34.9,120.0,44.9,0,0.526311658713675,5.100000000000001,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,13.9645980966156
97,30,2,0,0,0,0,0,100.6,56.5,103.4,53.7,0,0.2405812294146345,16.5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,25.467822835884505
98,16,2,0,0,0,0,0,109.3,39.1,120.0,41.9,0,0.7114392042302569,0.8999999999999986,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,10.737783756436896
5,26,1,0,1,0,0,0,104.5,45.7,111.9,41.6,0,0.4499382338973063,5.700000000000003,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,16.514841809717705
7,10,1,1,0,0,0,0,100.2,50.5,109.7,28.7,0,0.3148934271504366,10.5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,22.41182723474371
9,53,1,0,1,0,0,0,107.2,37.2,114.8,49.7,0,0.5818107322149951,2.799999999999997,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,13.102671483327356
15,55,1,0,1,0,0,0,98.9,41.2,120.0,45.8,0,0.3735610685507848,1.2000000000000028,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,21.13409567499872
24,14,1,0,0,0,0,0,94.3,46.8,120.0,42.5,0,0.2893050454297023,6.799999999999997,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,26.58439391823707
25,20,1,0,1,0,0,0,98.2,31.4,120.0,26.7,0,0.3161136355220118,8.600000000000001,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,23.435016535091243
28,21,1,0,0,0,0,0,93.6,44.0,120.0,32.0,0,0.2942345651111877,4.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,26.701310829245823
29,50,1,0,0,0,0,0,94.3,17.4,117.7,37.9,0,0.1761260846004301,22.6,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,34.22352991729521
34,18,1,1,0,0,0,0,110.7,40.9,120.0,35.8,0,0.8066715494215098,0.8999999999999986,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,9.34344690143846
35,41,1,0,0,0,0,0,92.5,36.6,120.0,49.6,0,0.2846790403274915,3.3999999999999986,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,27.7093846918332
37,0,1,1,1,0,0,0,115.3,42.5,117.1,42.5,0,1.2536805482251063,2.5,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,5.323532661682469
37,1,1,1,1,0,0,0,111.7,41.5,120.0,38.4,1,0.8777788618354074,1.5,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,8.434453153583815
39,35,1,1,0,0,0,0,109.5,37.1,119.1,37.8,0,0.6857613367552301,2.8999999999999986,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,10.893117092916976
40,8,1,0,1,0,0,0,101.9,14.2,120.0,35.1,0,0.147100606495855,25.8,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,31.515869018638845
46,19,1,0,0,0,0,0,98.4,47.7,120.0,34.9,0,0.3267729811063579,7.700000000000003,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,22.931419493786244
46,30,2,0,0,1,0,0,113.5,32.3,117.2,35.7,0,0.5462100814284508,7.700000000000003,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,10.076705810928493
50,15,2,0,1,0,0,0,97.7,39.1,120.0,51.2,0,0.3544218816563447,0.8999999999999986,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,22.31815404552984
51,9,2,0,0,0,0,0,109.2,26.6,116.6,35.2,0,0.2991007067504873,13.4,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,17.210461934532727
58,52,2,1,0,0,0,0,101.3,24.7,120.0,46.1,0,0.2576271177541248,15.3,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,24.161539686038225
60,4,2,0,0,0,0,0,82.6,30.2,120.0,46.8,0,0.1996312967788324,9.8,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,38.66264346885764
63,24,2,1,0,0,0,0,99.4,30.7,100.0,31.9,0,0.3214777196503275,9.3,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,22.60199106273604
78,36,2,0,0,0,0,0,83.5,29.3,120.0,38.4,0,0.2013253245971336,10.7,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,38.03603554525629
82,48,2,1,0,0,0,0,101.8,39.1,104.3,39.6,0,0.4317052818329187,0.8999999999999986,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,18.22223915988373
84,47,2,1,1,0,0,0,113.6,23.9,114.0,25.1,0,0.1782613170888567,16.1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,17.32541485794785
86,27,2,0,1,0,0,0,92.4,40.0,115.1,39.9,0,0.2878508987764326,0.0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,27.599999999999994
87,25,2,1,0,0,0,0,104.4,55.0,113.7,43.0,0,0.2691901607482151,15.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,21.641626556245715
91,24,2,1,0,0,0,0,108.8,28.5,120.0,36.0,0,0.3550155569679873,11.5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,16.05272562526377
92,30,2,0,0,0,0,0,97.6,39.6,114.5,39.0,0,0.3533107881638099,0.3999999999999986,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,22.40357114390472
92,34,2,0,0,1,0,0,108.3,43.8,113.0,43.1,0,0.6050949559452844,3.799999999999997,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,12.301625908797586
93,15,2,1,1,0,0,0,107.0,43.8,120.0,42.3,0,0.5558029020511793,3.799999999999997,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,13.544002362669609
5,29,1,0,0,0,0,0,91.3,60.6,120.0,32.3,0,0.1842426449795737,20.6,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,35.3277511313698
10,26,1,0,0,0,0,0,89.6,35.8,117.8,40.2,0,0.2568876885819009,4.200000000000003,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,30.68876015742572
12,57,1,1,0,0,0,0,80.0,37.7,95.2,37.4,0,0.1986911575983087,2.299999999999997,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,40.066070433722345
14,18,1,1,0,0,0,0,109.0,27.2,120.0,37.8,0,0.3163398841276651,12.8,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,16.877203559831827
29,11,1,0,1,0,0,0,102.3,33.9,104.2,34.4,0,0.4004454431758658,6.100000000000001,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,18.72164522684906
31,7,1,0,0,0,0,0,93.2,34.2,102.6,37.4,0,0.2835039504014879,5.799999999999997,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,27.42043033943851
32,6,1,1,0,0,0,0,110.5,44.6,116.7,36.2,0,0.6726412077765787,4.600000000000001,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10.555093557141026
34,17,1,1,1,0,0,0,100.8,35.2,120.0,42.4,0,0.3881196999981001,4.799999999999997,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,19.79090700296477
60,40,2,1,0,0,0,0,94.2,42.6,101.3,42.1,0,0.3046534890860153,2.6000000000000014,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,25.930676813380707
63,50,2,0,1,0,0,0,110.6,58.4,112.1,55.1,0,0.1810011231078456,18.4,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,20.66204249342257
72,45,2,1,1,0,0,0,106.0,47.2,120.0,34.3,0,0.4500297738089098,7.200000000000003,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,15.742934923323542
77,5,2,0,0,0,0,0,108.6,18.6,118.4,38.2,0,0.1581314877846712,21.4,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,24.247061677654884
84,9,2,0,0,0,0,0,103.9,34.7,120.0,41.0,0,0.4432453166920175,5.299999999999997,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,16.94992625352688
0,43,1,0,0,0,0,0,98.1,40.5,100.4,40.4,0,0.3611358369457336,0.5,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,21.905707018948288
15,7,1,1,0,1,0,0,113.7,32.0,117.4,38.3,0,0.5216478565715198,8.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,10.182828683622246
20,37,1,1,0,0,0,0,108.4,58.3,118.8,44.5,0,0.2018657743483013,18.3,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,21.66679487141556
27,1,1,0,0,1,0,0,113.9,37.7,120.0,34.7,0,1.0733179559157848,2.299999999999997,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,6.519202405202642
36,51,1,1,0,0,0,0,116.1,35.9,116.7,36.1,0,1.096437574262497,4.100000000000001,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5.658621740318048
43,38,1,0,1,0,0,0,93.3,31.3,100.4,38.1,0,0.2697381245907337,8.7,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,28.08166661720775
54,39,2,1,0,0,0,0,111.9,38.4,114.7,61.9,0,0.8929578499860393,1.6000000000000014,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8.2565125809872
62,9,2,0,1,0,0,0,98.4,33.6,120.0,34.5,0,0.3380661228368256,6.399999999999999,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,22.528204544525952
64,16,2,0,1,0,0,0,101.8,40.1,120.0,37.2,0,0.4326692476524336,0.1000000000000014,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,18.2002747232013
70,26,2,0,0,0,0,0,86.8,51.9,120.0,41.9,0,0.2130308735381071,11.9,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,35.26825768307814
74,9,2,0,1,0,0,0,102.9,20.6,102.4,34.2,0,0.2065788401322725,19.4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,25.860587773675984
82,19,2,0,0,0,0,0,99.5,56.8,101.8,55.0,0,0.2345012392799442,16.799999999999997,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,26.50452791505632
84,14,2,0,0,0,0,0,89.5,29.4,119.0,36.7,0,0.2333458818210657,10.6,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,32.28947196842959
84,57,2,0,1,0,0,0,101.3,44.5,120.0,41.7,0,0.3998958943070834,4.5,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,19.23382437270342
85,48,2,0,1,0,0,0,97.6,45.3,108.6,42.3,0,0.3355517992368814,5.299999999999997,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,23.0184708440852
87,13,2,0,0,0,0,0,90.1,47.2,100.2,45.2,0,0.2517865203614625,7.200000000000003,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,30.754674441456867
3,14,1,0,1,0,0,0,112.9,41.8,113.5,41.5,0,0.9854392197211792,1.7999999999999972,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7.324616030891988
12,45,1,0,0,0,0,0,80.5,23.1,118.7,36.8,0,0.1710042158998643,16.9,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,42.96347285776605
13,22,1,0,0,0,0,0,106.6,42.5,120.0,55.0,0,0.5631123964800231,2.5,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,13.6312141792285
14,11,1,0,0,0,0,0,91.0,41.8,101.9,41.2,0,0.2731125991902329,1.7999999999999972,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,29.05580836941213
21,17,1,0,1,0,0,0,94.2,42.3,119.9,46.4,0,0.3052956263918435,2.299999999999997,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,25.90231649872265
25,36,1,0,0,0,0,0,108.6,38.9,120.0,27.3,0,0.6697657002257796,1.1000000000000014,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,11.452947218947624
26,55,1,0,0,0,0,0,118.1,46.0,120.0,44.4,0,0.5720008083621785,6.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,6.293647591023827
30,29,1,0,0,0,0,0,92.1,27.6,104.7,34.8,0,0.2389677475281307,12.4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,30.53145918556793
32,25,1,0,0,0,0,0,97.0,18.9,120.0,43.1,0,0.1897153860377837,21.1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,31.21233730434169
35,1,1,1,0,0,0,0,106.3,40.8,118.7,37.1,0,0.5664625839107054,0.7999999999999972,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,13.723337786413335
39,21,1,1,1,0,0,0,96.7,33.1,120.0,40.2,0,0.3137398351321143,6.899999999999999,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,24.30020576044573
45,13,2,0,1,0,0,0,99.3,36.3,116.1,34.7,0,0.3706127070051463,3.700000000000003,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,21.02807646933024
49,59,2,0,1,0,0,0,99.6,65.9,120.0,43.6,0,0.1512218617723448,25.90000000000001,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,32.96922807710245
76,3,2,1,0,0,0,0,93.3,41.3,119.0,36.9,0,0.296735637741587,1.2999999999999972,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,26.73162920586772
77,35,2,0,0,0,0,0,93.8,40.2,120.0,34.7,0,0.3029867733176877,0.2000000000000028,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,26.200763347658405
78,7,2,0,0,0,0,0,101.8,37.9,103.7,38.0,0,0.4274168147352746,2.1000000000000014,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,18.32075325962337
80,10,2,0,0,0,0,0,114.8,30.4,119.3,37.4,0,0.3831765977353453,9.6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10.917875251164949
87,5,2,1,0,0,0,0,110.9,54.0,111.8,52.5,0,0.2702304027852388,14.0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,16.697604618627185
88,18,2,0,0,0,0,0,115.0,41.4,120.0,37.2,0,1.3033600454112326,1.3999999999999986,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,5.192301994298868
90,5,2,1,0,0,0,0,112.4,40.2,113.1,40.2,0,0.968508980659933,0.2000000000000028,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,7.602631123499279
90,25,2,0,1,0,0,0,109.2,21.2,120.0,43.0,0,0.1880271984967624,18.8,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,21.681328372588244
94,42,2,1,0,0,0,0,112.2,42.0,120.0,40.6,0,0.9066983128845711,2.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8.052328855678955
17,11,1,0,1,0,0,0,94.7,47.3,97.1,46.2,0,0.2903539633303336,7.299999999999997,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,26.3321096762109
18,5,1,0,0,0,0,0,110.7,63.4,118.8,44.1,0,0.1198021448380342,23.4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,25.180349481291955
24,40,1,0,1,0,0,0,108.5,42.5,120.0,44.8,0,0.6441538502149399,2.5,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,11.76860229593982
35,26,1,1,0,1,0,0,115.8,27.1,118.5,34.1,0,0.1973383417919243,12.9,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,13.566502865514016
36,36,1,0,1,0,0,0,91.3,45.0,108.1,40.1,0,0.2690474226376022,5.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,29.132284496757205
36,38,1,0,0,0,0,0,106.6,38.2,119.9,36.3,1,0.5712162677130082,1.7999999999999972,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,13.52035502492446
42,48,1,0,0,0,0,0,92.4,43.3,120.0,34.3,0,0.2839285914761569,3.299999999999997,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,27.7965825237564
45,31,1,0,0,0,0,0,115.2,29.4,115.3,34.9,0,0.311160935125902,10.6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11.636150566231086
45,36,1,0,0,0,0,0,97.3,28.5,97.7,28.7,0,0.2799969888857306,11.5,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,25.446807265352565
47,29,1,1,0,0,0,0,99.1,38.9,118.2,39.8,0,0.3772173728133478,1.1000000000000014,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,20.928927349484496
46,24,2,0,1,0,0,0,113.8,34.1,120.0,34.4,0,0.7139244254601537,5.899999999999999,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,8.558621384311845
48,0,2,0,0,0,0,0,103.6,26.0,107.5,29.4,0,0.2843140588084536,14.0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,21.56293115510969
49,16,2,1,0,0,0,0,112.3,49.4,118.4,41.7,0,0.4376454682377213,9.4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12.151131634543344
50,12,2,1,0,0,0,0,93.9,42.5,118.0,40.7,0,0.3014850647528693,2.5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,26.219458423087225
55,36,2,0,0,0,0,0,107.8,30.9,120.0,36.4,0,0.4250017057020686,9.1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,15.220052562327112
56,21,2,0,1,0,0,0,113.1,26.7,114.0,28.4,0,0.2588104395394107,13.3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,14.9833240637717
58,40,2,0,0,0,0,0,95.9,21.7,103.6,26.9,0,0.2111009238164826,18.3,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,30.26053535547578
58,43,2,1,1,0,0,0,114.7,31.0,120.0,36.2,0,0.4273961076083228,9.0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,10.444615837837214
