minute,second,period,team_name,player_name,position_name,x,y,end_x,end_y,body_part_name,technique_name,play_pattern_name,under_pressure,shot_first_time,shot_one_on_one,shot_open_goal,shot_deflected,shot_statsbomb_xg,outcome_name,season_name,goal,shot_distance,angle,centrality
52,40,2,Morocco,Yahia Attiyat allah,Left Back,109.8,35.1,110.4,53.5,Right Foot,Half Volley,From Throw In,False,True,False,False,False,0.24936919,Wayward,2022,0,11.315917991926243,0.5772248030715654,4.899999999999999
53,8,2,Morocco,Sofyan Amrabat,Center Defensive Midfield,92.5,36.0,120.0,33.5,Right Foot,Normal,From Throw In,False,False,False,False,False,0.020691318,Off T,2022,0,27.789386463180506,0.2592963882968961,4.0
70,57,2,France,Marcus Thuram,Left Wing,114.5,45.5,120.0,46.9,Head,Normal,From Free Kick,True,False,False,False,False,0.115658596,Off T,2022,0,7.7781745930520225,0.7072147327427694,5.5
73,31,2,France,Youssouf Fofana,Left Center Midfield,111.6,27.3,120.0,35.0,Left Foot,Normal,Regular Play,False,False,False,False,False,0.040043775,Off T,2022,0,15.226621424334423,0.2743697858990948,12.7
78,48,2,France,Kylian Mbappé Lottin,Center Forward,107.2,29.8,107.9,30.3,Right Foot,Normal,From Goal Kick,True,False,False,False,False,0.033641826,Blocked,2022,0,16.36704005005181,0.35277789758502764,10.2
78,49,2,France,Randal Kolo Muani,Right Wing,115.6,43.8,120.0,42.5,Right Foot,Normal,From Goal Kick,False,True,False,True,False,0.8521293,Goal,2022,1,5.8137767414994554,1.0060939861872937,3.799999999999997
85,38,2,Morocco,Zakaria Aboukhlal,Left Center Forward,107.1,41.0,111.2,47.5,Head,Normal,From Throw In,True,False,False,False,False,0.024939176,Wayward,2022,0,12.938701635017331,0.5500045700745643,1.0
92,42,2,Morocco,Abdessamad Ezzalzouli,Left Midfield,106.9,32.9,107.8,33.5,Right Foot,Normal,From Throw In,False,False,False,False,False,0.05950738,Blocked,2022,0,14.900335566691103,0.43084110057745645,7.100000000000001
92,46,2,Morocco,Azzedine Ounahi,Left Defensive Midfield,103.0,48.2,104.0,47.9,Right Foot,Normal,From Throw In,False,False,False,False,False,0.06379096,Blocked,2022,0,18.874321179846444,0.34817658546929176,8.200000000000003
93,7,2,Morocco,Azzedine Ounahi,Left Defensive Midfield,98.1,48.0,103.8,45.4,Left Foot,Normal,From Corner,False,False,False,False,False,0.03807111,Blocked,2022,0,23.315445524372898,0.2936073451591211,8.0
93,35,2,Morocco,Azzedine Ounahi,Left Defensive Midfield,108.6,44.6,110.7,44.0,Right Foot,Half Volley,From Corner,False,False,False,False,False,0.067406826,Blocked,2022,0,12.293087488503453,0.5447506204291488,4.600000000000001
93,35,2,Morocco,Abderrazak Hamdallah,Right Center Forward,115.9,37.4,118.7,38.6,Other,Normal,From Corner,False,False,False,False,False,0.50624365,Blocked,2022,0,4.8548944375753385,1.2439445497131545,2.6000000000000014
4,6,1,Brazil,Vinícius José Paixão de Oliveira Júnior,Left Midfield,98.8,20.8,117.3,39.4,Right Foot,Normal,From Free Kick,False,False,False,False,False,0.008460451,Saved,2022,0,28.60209782515961,0.19051193749544149,19.2
12,4,1,Croatia,Ivan Perišić,Left Wing,112.2,43.2,120.0,26.5,Right Foot,Half Volley,From Throw In,False,True,False,False,False,0.19016835,Off T,2022,0,8.430895563343196,0.7802718975377605,3.200000000000003
18,26,1,Croatia,Andrej Kramarić,Center Forward,99.5,27.0,101.8,28.7,Right Foot,Normal,Regular Play,False,False,False,False,False,0.026674595,Blocked,2022,0,24.27447218787671,0.25491753399685185,13.0
19,51,1,Brazil,Vinícius José Paixão de Oliveira Júnior,Left Midfield,103.0,34.8,108.2,36.9,Right Foot,Normal,Regular Play,False,True,False,False,False,0.06970771,Blocked,2022,0,17.77751388693031,0.39010325676088325,5.200000000000003
20,4,1,Brazil,Neymar da Silva Santos Junior,Center Attacking Midfield,107.2,24.9,116.6,35.9,Right Foot,Normal,Regular Play,False,False,False,False,False,0.025347186,Saved,2022,0,19.79520143873257,0.2426953893669086,15.100000000000001
22,37,1,Brazil,Carlos Henrique Casimiro,Left Defensive Midfield,96.4,49.8,99.7,48.6,Right Foot,Normal,Regular Play,False,True,False,False,False,0.030699778,Blocked,2022,0,25.55386467836127,0.2637975353282043,9.799999999999997
29,27,1,Croatia,Ivan Perišić,Left Wing,100.8,20.7,120.0,49.8,Right Foot,Normal,Regular Play,False,False,False,False,False,0.012010745,Off T,2022,0,27.2237029075767,0.19077671755215575,19.3
41,33,1,Brazil,Neymar da Silva Santos Junior,Center Attacking Midfield,100.9,17.2,118.7,36.9,Right Foot,Normal,From Free Kick,False,False,False,False,True,0.008240742,Saved,2022,0,29.74306641891518,0.15911551820422942,22.8
50,3,2,Croatia,Ivan Perišić,Left Wing,111.9,41.4,118.5,29.4,Head,Normal,From Corner,True,False,False,False,False,0.11005159,Wayward,2022,0,8.220097323024826,0.8304699566289333,1.3999999999999986
54,19,2,Brazil,Neymar da Silva Santos Junior,Center Attacking Midfield,112.6,29.0,116.7,34.5,Left Foot,Normal,From Goal Kick,False,True,False,False,False,0.16692519,Saved,2022,0,13.257450735341244,0.3220084705319656,11.0
65,8,2,Brazil,Carlos Henrique Casimiro,Left Defensive Midfield,89.1,28.8,97.2,31.0,Right Foot,Normal,From Free Kick,False,False,False,False,False,0.026057322,Blocked,2022,0,32.8671568590896,0.20892028311159763,11.2
65,31,2,Brazil,Lucas Tolentino Coelho de Lima,Right Defensive Midfield,111.6,34.5,115.3,36.2,Left Foot,Half Volley,From Throw In,False,True,False,False,False,0.26807922,Saved,2022,0,10.040418317978594,0.6130096422736839,5.5
66,7,2,Brazil,Éder Gabriel Militão,Right Back,101.4,53.7,102.5,52.8,Right Foot,Normal,From Corner,False,False,False,False,False,0.04353941,Blocked,2022,0,23.100865784641055,0.25596231572954214,13.700000000000003
70,58,2,Croatia,Andrej Kramarić,Center Forward,101.2,57.3,102.4,56.2,Left Foot,Normal,From Free Kick,False,False,False,False,False,0.030721588,Blocked,2022,0,25.54858117391257,0.2120140114212964,17.299999999999997
75,47,2,Brazil,Neymar da Silva Santos Junior,Center Attacking Midfield,114.1,28.2,115.6,31.2,Left Foot,Normal,Regular Play,False,True,False,False,False,0.12963046,Saved,2022,0,13.192801067248762,0.26261681807146275,11.8
79,47,2,Brazil,Lucas Tolentino Coelho de Lima,Right Defensive Midfield,104.6,32.8,117.3,37.2,Left Foot,Normal,From Throw In,False,True,False,False,False,0.092192985,Saved,2022,0,17.000000000000007,0.3882588694795273,7.200000000000003
81,53,2,Brazil,Richarlison de Andrade,Center Forward,109.4,41.0,120.0,40.1,Head,Normal,Regular Play,True,False,False,False,False,0.067200735,Off T,2022,0,10.647065323364927,0.6600570472355383,1.0
84,20,2,Croatia,Nikola Vlašić,Right Wing,107.0,54.2,108.5,52.6,Right Foot,Normal,From Throw In,False,False,False,False,False,0.026884926,Blocked,2022,0,19.25201288177421,0.26032751531449894,14.200000000000003
85,22,2,Brazil,Éder Gabriel Militão,Right Back,102.5,50.1,103.6,49.7,Right Foot,Normal,Regular Play,False,True,False,False,False,0.04975106,Blocked,2022,0,20.205444810743465,0.3137028461209505,10.100000000000001
85,24,2,Brazil,Éder Gabriel Militão,Right Back,104.7,46.8,105.5,46.2,Left Foot,Half Volley,Regular Play,False,True,False,False,False,0.06132018,Blocked,2022,0,16.743058263053374,0.3972571058137764,6.799999999999997
93,36,2,Brazil,Antony Matheus dos Santos,Right Midfield,94.6,56.8,118.1,43.6,Left Foot,Normal,From Free Kick,False,False,False,False,False,0.013999131,Saved,2022,0,30.453242848668847,0.20068313513332897,16.799999999999997
91,16,3,Brazil,Pedro Guilherme Abreu dos Santos,Center Forward,112.9,49.4,113.0,12.6,Head,Normal,From Corner,False,False,False,False,False,0.057022728,Wayward,2022,0,11.780067911519012,0.3929728912452074,9.399999999999999
100,41,3,Brazil,Pedro Guilherme Abreu dos Santos,Center Forward,107.2,38.8,117.5,39.1,Right Foot,Volley,From Free Kick,False,True,False,False,False,0.113875866,Saved,2022,0,12.856126943990555,0.5527462922445698,1.2000000000000028
102,19,3,Croatia,Marcelo Brozović,Center Defensive Midfield,103.7,46.4,120.0,42.5,Right Foot,Normal,Regular Play,False,True,False,False,False,0.12467693,Off T,2022,0,17.511424842085233,0.38641350317798395,6.399999999999999
104,8,3,Brazil,Danilo Luiz da Silva,Left Back,96.9,22.6,120.0,47.6,Right Foot,Normal,From Throw In,False,False,False,False,False,0.0154907415,Off T,2022,0,28.92006224059692,0.20264429525304506,17.4
105,35,3,Brazil,Neymar da Silva Santos Junior,Center Attacking Midfield,116.5,47.2,120.0,41.4,Right Foot,Normal,From Throw In,False,False,False,False,False,0.4674385,Goal,2022,1,8.005623023850175,0.4679433479097822,7.200000000000003
116,2,4,Croatia,Bruno Petković,Right Center Forward,103.2,38.6,120.0,37.2,Left Foot,Normal,Regular Play,False,True,False,False,True,0.09977819,Goal,2022,1,16.85823241030921,0.4262696475130816,1.3999999999999986
119,45,4,Croatia,Lovro Majer,Right Defensive Midfield,91.5,55.0,120.0,31.5,Left Foot,Normal,From Free Kick,False,False,False,False,False,0.01192189,Off T,2022,0,32.20636583037583,0.20100777952204313,15.0
121,19,4,Brazil,Carlos Henrique Casimiro,Left Defensive Midfield,114.0,31.0,118.0,37.5,Left Foot,Half Volley,From Free Kick,False,True,False,False,False,0.10135116,Saved,2022,0,10.816653826391969,0.4009557083482145,9.0
120,3,5,Croatia,Nikola Vlašić,Right Midfield,108.0,40.0,120.0,39.4,Right Foot,Normal,Other,False,False,False,False,False,0.7835,Goal,2022,1,12.0,0.5920752289498055,0.0
120,47,5,Brazil,Rodrygo Silva de Goes,Left Midfield,107.9,40.0,118.8,41.9,Right Foot,Normal,Other,False,False,False,False,False,0.7835,Saved,2022,0,12.099999999999994,0.5874597244810578,0.0
121,38,5,Croatia,Lovro Majer,Right Defensive Midfield,108.0,40.0,120.0,40.1,Left Foot,Normal,Other,False,False,False,False,False,0.7835,Goal,2022,1,12.0,0.5920752289498055,0.0
122,17,5,Brazil,Carlos Henrique Casimiro,Left Defensive Midfield,108.0,40.0,120.0,36.5,Right Foot,Normal,Other,False,False,False,False,False,0.7835,Goal,2022,1,12.0,0.5920752289498055,0.0
123,6,5,Croatia,Luka Modrić,Left Defensive Midfield,108.0,40.0,120.0,36.9,Right Foot,Normal,Other,False,False,False,False,False,0.7835,Goal,2022,1,12.0,0.5920752289498055,0.0
123,49,5,Brazil,Pedro Guilherme Abreu dos Santos,Center Forward,108.0,40.0,120.0,38.5,Right Foot,Normal,Other,False,False,False,False,False,0.7835,Goal,2022,1,12.0,0.5920752289498055,0.0
124,34,5,Croatia,Mislav Oršić,Left Midfield,108.0,40.0,120.0,36.5,Right Foot,Normal,Other,False,False,False,False,False,0.7835,Goal,2022,1,12.0,0.5920752289498055,0.0
125,22,5,Brazil,Marcos Aoás Corrêa,Left Center Back,108.0,40.0,120.0,35.9,Right Foot,Normal,Other,False,False,True,False,False,0.7835,Post,2022,0,12.0,0.5920752289498055,0.0
11,4,1,Morocco,Achraf Hakimi Mouh,Right Back,93.4,27.5,120.0,36.8,Right Foot,Normal,From Free Kick,False,False,False,False,False,0.041958537,Off T,2022,0,29.39064477006246,0.2250816660000295,12.5
25,57,1,Spain,Marco Asensio Willemsen,Center Forward,115.0,25.0,120.0,35.8,Left Foot,Half Volley,Regular Play,False,False,True,False,False,0.025564773,Off T,2022,0,15.811388300841896,0.1534721776643042,15.0
32,18,1,Morocco,Noussair Mazraoui,Left Back,89.4,37.7,117.2,38.3,Left Foot,Normal,From Throw In,False,False,False,False,False,0.023416335,Saved,2022,0,30.686316168611697,0.23677810495388174,2.299999999999997
41,52,1,Morocco,Nayef Aguerd,Right Center Back,113.2,43.7,120.0,43.7,Head,Normal,From Free Kick,False,False,False,False,False,0.25141555,Off T,2022,0,7.741446893184761,0.819043301918086,3.700000000000003
54,0,2,Spain,Daniel Olmo Carvajal,Left Wing,110.2,12.6,119.1,38.5,Right Foot,Normal,From Free Kick,False,True,False,False,False,0.0073576192,Saved,2022,0,29.099828178186893,0.08586421927090893,27.4
77,37,2,Spain,Daniel Olmo Carvajal,Left Wing,97.2,31.3,120.0,50.0,Right Foot,Half Volley,Regular Play,False,True,False,False,False,0.031760626,Off T,2022,0,24.403483357914293,0.27920767477322406,8.7
81,0,2,Spain,Álvaro Borja Morata Martín,Center Forward,118.8,50.9,118.4,0.1,Right Foot,Normal,From Corner,False,True,False,False,False,0.017266534,Wayward,2022,0,10.965856099730654,0.08202089248770128,10.899999999999999
85,5,2,Morocco,Walid Cheddira,Center Forward,110.6,40.8,119.0,45.8,Right Foot,Half Volley,From Free Kick,False,True,False,False,False,0.119254045,Saved Off Target,2022,0,9.43398113205661,0.738370422455753,0.7999999999999972
90,20,2,Spain,Álvaro Borja Morata Martín,Center Forward,115.3,51.1,120.0,37.7,Head,Normal,From Free Kick,False,False,True,False,False,0.049165204,Off T,2022,0,12.054044964243333,0.2551409120223791,11.100000000000001
95,0,2,Spain,Aymeric Laporte,Left Center Back,107.7,38.8,108.5,38.7,Head,Normal,From Corner,False,False,False,False,False,0.04145577,Blocked,2022,0,12.358397954427586,0.5736896619598325,1.2000000000000028
99,56,3,Spain,Alejandro Balde Martínez,Left Back,112.5,28.9,113.4,29.9,Left Foot,Normal,From Throw In,False,False,False,False,False,0.077706024,Blocked,2022,0,13.396268137059666,0.3192837057129386,11.100000000000001
102,51,3,Spain,Rodrigo Hernández Cascante,Right Center Back,79.9,46.8,120.0,37.2,Right Foot,Normal,Regular Play,False,False,False,False,False,0.0056476467,Off T,2022,0,40.672472263190485,0.17701730389120574,6.799999999999997
103,35,3,Morocco,Walid Cheddira,Center Forward,109.7,47.1,116.3,42.3,Left Foot,Normal,From Goal Kick,True,False,False,False,False,0.1301347,Saved,2022,0,12.509996003196802,0.4849040804753611,7.100000000000001
106,9,3,Spain,Marcos Llorente Moreno,Right Back,100.3,53.3,109.5,46.2,Right Foot,Half Volley,From Corner,False,True,False,False,False,0.024551911,Blocked,2022,0,23.76930794112441,0.2557126279916902,13.299999999999997
105,1,4,Morocco,Abdelhamid Sabiri,Left Center Midfield,59.6,39.7,120.0,51.1,Right Foot,Lob,From Kick Off,False,True,False,False,False,0.004195439,Off T,2022,0,60.400745028517655,0.12104107686694761,0.29999999999999716
120,46,4,Spain,Sergio Busquets i Burgos,Center Defensive Midfield,102.6,47.1,103.9,46.8,Left Foot,Normal,Regular Play,False,False,False,False,False,0.0709334,Blocked,2022,0,18.792817777012583,0.3586483594954992,7.100000000000001
121,22,4,Spain,Carlos Soler Barragán,Right Center Midfield,104.3,44.4,111.6,40.4,Head,Normal,Regular Play,False,False,False,False,False,0.039505202,Blocked,2022,0,16.30490723677998,0.42719199647219364,4.399999999999999
122,22,4,Spain,Pablo Sarabia García,Right Wing,117.8,48.1,120.0,36.1,Right Foot,Volley,From Corner,False,True,False,False,False,0.10407615,Post,2022,0,8.39344982709732,0.2751003283254514,8.100000000000001
120,7,5,Morocco,Abdelhamid Sabiri,Left Defensive Midfield,108.0,40.0,120.0,43.0,Right Foot,Normal,Other,False,False,False,False,False,0.7835,Goal,2022,1,12.0,0.5920752289498055,0.0
121,0,5,Spain,Pablo Sarabia García,Right Wing,108.0,40.0,120.0,44.0,Left Foot,Normal,Other,False,False,True,False,False,0.7835,Post,2022,0,12.0,0.5920752289498055,0.0
121,51,5,Morocco,Hakim Ziyech,Right Wing,108.0,40.0,120.0,40.0,Left Foot,Normal,Other,False,False,False,False,False,0.7835,Goal,2022,1,12.0,0.5920752289498055,0.0
122,44,5,Spain,Carlos Soler Barragán,Right Center Midfield,108.0,40.0,119.4,42.7,Right Foot,Normal,Other,False,False,False,False,False,0.7835,Saved,2022,0,12.0,0.5920752289498055,0.0
123,36,5,Morocco,Badr Banoun,Left Center Back,108.0,40.0,119.3,37.2,Right Foot,Normal,Other,False,False,False,False,False,0.7835,Saved,2022,0,12.0,0.5920752289498055,0.0
124,31,5,Spain,Sergio Busquets i Burgos,Center Defensive Midfield,108.0,40.0,119.6,37.3,Right Foot,Normal,Other,False,False,False,False,False,0.7835,Saved,2022,0,12.0,0.5920752289498055,0.0
125,36,5,Morocco,Achraf Hakimi Mouh,Right Wing Back,108.0,40.0,120.0,40.1,Right Foot,Normal,Other,False,False,False,False,False,0.7835,Goal,2022,1,12.0,0.5920752289498055,0.0
2,9,1,Japan,Shogo Taniguchi,Left Center Back,112.6,38.8,120.0,34.3,Head,Normal,From Corner,True,False,False,False,False,0.11361285,Off T,2022,0,7.496665925596531,0.9020500066678843,1.2000000000000028
7,31,1,Croatia,Ivan Perišić,Left Wing,116.7,29.0,118.8,35.6,Right Foot,Normal,From Goal Kick,False,False,True,False,False,0.05943511,Saved,2022,0,11.484337159801605,0.20110215366791628,11.0
7,34,1,Croatia,Andrej Kramarić,Right Wing,114.5,38.3,115.2,38.4,Left Foot,Half Volley,From Goal Kick,True,False,False,False,False,0.17775308,Blocked,2022,0,5.756735185849703,1.1148402293579454,1.7000000000000028
23,47,1,Croatia,Joško Gvardiol,Left Center Back,101.1,43.6,120.0,34.3,Left Foot,Normal,From Free Kick,False,True,False,False,False,0.061746918,Off T,2022,0,19.239802493788762,0.3699228944390158,3.6000000000000014
40,7,1,Japan,Daichi Kamada,Left Wing,114.1,28.8,117.3,80.0,Right Foot,Normal,Regular Play,False,False,False,False,False,0.08994952,Wayward,2022,0,12.658988901172165,0.28602342292054683,11.2
42,54,1,Japan,Daizen Maeda,Center Forward,113.5,44.3,120.0,41.3,Left Foot,Half Volley,From Corner,True,True,False,False,False,0.45874894,Goal,2022,1,7.7935871073594845,0.7878801334306607,4.299999999999997
45,27,2,Japan,Daichi Kamada,Left Wing,94.7,38.3,120.0,42.6,Right Foot,Normal,From Counter,False,False,False,False,False,0.03904812,Off T,2022,0,25.357050301641944,0.2860866986614853,1.7000000000000028
48,13,2,Croatia,Mateo Kovačić,Left Center Midfield,100.1,47.1,120.0,34.3,Right Foot,Volley,From Throw In,False,True,False,False,False,0.02993381,Off T,2022,0,21.12865353021816,0.32450508921227084,7.100000000000001
49,22,2,Japan,Hidemasa Morita,Left Defensive Midfield,98.2,36.8,109.0,35.4,Right Foot,Half Volley,Regular Play,False,True,False,False,False,0.041140273,Wayward,2022,0,22.033610689126736,0.3259664685572553,3.200000000000003
54,54,2,Croatia,Ivan Perišić,Left Wing,106.0,34.1,120.0,43.7,Head,Normal,Regular Play,False,False,False,False,False,0.02684295,Goal,2022,1,15.192432326655267,0.44047253680032106,5.899999999999999
56,56,2,Japan,Wataru Endo,Right Defensive Midfield,94.4,52.9,119.2,41.7,Right Foot,Normal,From Throw In,False,False,False,False,False,0.019910807,Saved,2022,0,28.66653100743094,0.2277899738411131,12.899999999999999
59,48,2,Japan,Wataru Endo,Right Defensive Midfield,90.0,41.9,91.1,41.8,Right Foot,Normal,Regular Play,True,False,False,False,False,0.020528734,Blocked,2022,0,30.060106453570654,0.24185354897697056,1.8999999999999986
59,49,2,Japan,Hidemasa Morita,Left Defensive Midfield,97.8,36.3,99.7,36.6,Right Foot,Normal,Regular Play,False,True,False,False,False,0.052081473,Blocked,2022,0,22.506221362103418,0.31832625732050346,3.700000000000003
59,52,2,Japan,Ritsu Doan,Right Wing,100.4,43.7,118.5,42.0,Left Foot,Normal,Regular Play,False,False,False,False,False,0.056113943,Saved,2022,0,19.94617757867406,0.3571770839389172,3.700000000000003
62,13,2,Croatia,Luka Modrić,Right Center Midfield,96.3,48.9,118.0,38.1,Right Foot,Half Volley,Regular Play,False,False,False,False,False,0.031055314,Saved,2022,0,25.316002844051035,0.269729173573416,8.899999999999999
65,32,2,Croatia,Ivan Perišić,Right Wing,95.5,48.2,97.0,47.9,Left Foot,Normal,Regular Play,False,False,False,False,False,0.018378427,Blocked,2022,0,25.835827836552866,0.2676042688143103,8.200000000000003
65,52,2,Croatia,Andrej Kramarić,Left Wing,98.9,23.8,101.5,26.1,Right Foot,Normal,Regular Play,False,False,False,False,False,0.018472007,Blocked,2022,0,26.60169167553071,0.2189067305217237,16.2
65,53,2,Croatia,Ante Budimir,Center Forward,109.5,45.1,120.0,45.1,Head,Normal,Regular Play,False,False,False,False,False,0.10111922,Off T,2022,0,11.673045875006233,0.5590074441948343,5.100000000000001
73,43,2,Croatia,Mario Pašalić,Right Wing,107.5,44.5,120.0,31.7,Head,Normal,From Free Kick,False,False,False,False,False,0.035465226,Off T,2022,0,13.285330255586423,0.5112419500471032,4.5
76,37,2,Croatia,Ivan Perišić,Left Wing,98.1,30.4,99.9,30.9,Left Foot,Normal,From Throw In,False,False,False,False,False,0.030077945,Blocked,2022,0,23.911712611187017,0.2795781868600035,9.600000000000001
85,42,2,Croatia,Mario Pašalić,Right Wing,110.5,42.8,120.0,49.5,Head,Normal,From Throw In,True,False,False,False,False,0.052599985,Off T,2022,0,9.904039579888602,0.687456894590326,2.799999999999997
91,35,3,Japan,Shogo Taniguchi,Left Center Back,114.6,49.3,120.0,46.7,Head,Normal,From Corner,False,False,False,False,False,0.0608747,Off T,2022,0,10.754068997360953,0.368871336855894,9.299999999999997
100,24,3,Croatia,Ivan Perišić,Left Wing,107.2,34.1,108.3,34.3,Right Foot,Half Volley,From Throw In,False,True,False,False,False,0.07439702,Blocked,2022,0,14.094325099131206,0.4682524405128553,5.899999999999999
100,26,3,Croatia,Borna Barišić,Left Back,95.1,31.3,97.3,31.9,Left Foot,Volley,From Throw In,False,True,False,False,False,0.015196718,Blocked,2022,0,26.376125568399925,0.2610404215046945,8.7
104,5,3,Japan,Kaoru Mitoma,Left Wing Back,99.8,34.6,117.9,38.9,Right Foot,Normal,From Throw In,False,False,False,False,False,0.054134306,Saved,2022,0,20.909328061896204,0.33569167741638056,5.399999999999999
104,9,3,Japan,Wataru Endo,Right Defensive Midfield,95.7,37.1,101.9,36.9,Right Foot,Volley,From Throw In,False,True,False,False,False,0.02615668,Blocked,2022,0,24.4724334711528,0.29493900644302073,2.8999999999999986
104,20,3,Japan,Takumi Minamino,Left Wing,102.6,40.3,104.2,40.4,Right Foot,Volley,From Throw In,False,True,False,False,False,0.03667642,Blocked,2022,0,17.402586014727817,0.41453021492021513,0.29999999999999716
113,42,4,Croatia,Marko Livaja,Center Forward,112.8,47.7,118.9,40.3,Head,Normal,From Throw In,True,False,False,False,False,0.047236525,Saved,2022,0,10.541821474489126,0.49455815157769745,7.700000000000003
120,10,4,Croatia,Mislav Oršić,Left Wing,106.8,19.7,110.9,27.0,Right Foot,Normal,From Throw In,False,False,False,False,False,0.009676031,Blocked,2022,0,24.214252001662164,0.167075431135434,20.3
120,18,4,Croatia,Lovro Majer,Right Center Midfield,99.8,33.0,120.0,34.3,Right Foot,Normal,From Throw In,False,True,False,False,False,0.06501122,Off T,2022,0,21.378493866500516,0.32171512019377885,7.0
120,4,5,Japan,Takumi Minamino,Left Wing,108.1,40.1,119.1,41.9,Right Foot,Normal,Other,False,False,False,False,False,0.7835,Saved,2022,0,11.900420160649796,0.5967253993229286,0.10000000000000142
120,43,5,Croatia,Nikola Vlašić,Left Center Midfield,108.1,40.1,120.0,36.8,Right Foot,Normal,Other,False,False,False,False,False,0.7835,Goal,2022,1,11.900420160649796,0.5967253993229286,0.10000000000000142
121,13,5,Japan,Kaoru Mitoma,Left Wing Back,108.1,40.1,118.9,37.5,Right Foot,Normal,Other,False,False,False,False,False,0.7835,Saved,2022,0,11.900420160649796,0.5967253993229286,0.10000000000000142
121,52,5,Croatia,Marcelo Brozović,Center Defensive Midfield,108.1,40.1,120.0,39.9,Right Foot,Normal,Other,False,False,False,False,False,0.7835,Goal,2022,1,11.900420160649796,0.5967253993229286,0.10000000000000142
122,33,5,Japan,Takuma Asano,Center Forward,108.1,40.1,120.0,41.9,Right Foot,Normal,Other,False,False,False,False,False,0.7835,Goal,2022,1,11.900420160649796,0.5967253993229286,0.10000000000000142
123,13,5,Croatia,Marko Livaja,Center Forward,108.1,40.1,120.0,36.1,Right Foot,Normal,Other,False,False,True,False,False,0.7835,Post,2022,0,11.900420160649796,0.5967253993229286,0.10000000000000142
123,50,5,Japan,Maya Yoshida,Center Back,108.1,40.1,118.9,37.5,Right Foot,Normal,Other,False,False,False,False,False,0.7835,Saved,2022,0,11.900420160649796,0.5967253993229286,0.10000000000000142
124,28,5,Croatia,Mario Pašalić,Right Wing,108.1,40.1,120.0,36.5,Right Foot,Normal,Other,False,False,False,False,False,0.7835,Goal,2022,1,11.900420160649796,0.5967253993229286,0.10000000000000142
6,39,1,Brazil,Neymar da Silva Santos Junior,Center Attacking Midfield,111.3,44.4,111.4,32.9,Right Foot,Normal,From Free Kick,False,True,False,False,False,0.083826184,Wayward,2022,0,9.749358953285084,0.6623773171951678,4.399999999999999
6,41,1,Brazil,Vinícius José Paixão de Oliveira Júnior,Left Wing,110.0,29.9,120.0,41.7,Right Foot,Normal,From Free Kick,False,False,False,False,False,0.13057186,Goal,2022,1,14.213022197970425,0.3702000980844511,10.100000000000001
12,18,1,Brazil,Neymar da Silva Santos Junior,Center Attacking Midfield,108.0,40.0,120.0,42.3,Right Foot,Normal,Other,False,False,False,False,False,0.7835,Goal,2022,1,12.0,0.5920752289498055,0.0
16,15,1,South Korea,Hee-Chan Hwang,Left Midfield,90.4,28.0,117.9,42.1,Right Foot,Normal,Regular Play,False,False,False,False,False,0.016991004,Saved,2022,0,31.9399436442834,0.21198279051160468,12.0
16,40,1,South Korea,In-Beom Hwang,Left Defensive Midfield,91.7,46.4,120.0,42.9,Left Foot,Normal,From Corner,False,False,False,False,False,0.026666574,Off T,2022,0,29.014651471282573,0.24502683162204067,6.399999999999999
24,57,1,South Korea,Hee-Chan Hwang,Left Midfield,82.7,33.0,117.3,42.0,Right Foot,Normal,From Corner,False,False,False,False,False,0.0058221314,Saved,2022,0,37.95115281516491,0.18906442174353355,7.0
28,13,1,Brazil,Richarlison de Andrade,Center Forward,110.7,43.3,120.0,37.4,Left Foot,Normal,From Corner,False,False,True,False,False,0.5379008,Goal,2022,1,9.868130522039113,0.6811584113950335,3.299999999999997
30,19,1,Brazil,Raphael Dias Belloli,Right Wing,94.7,30.7,120.0,42.0,Left Foot,Normal,Regular Play,False,False,False,False,False,0.02589997,Off T,2022,0,26.95514793133215,0.2540634043824361,9.3
31,37,1,South Korea,Hee-Chan Hwang,Left Midfield,119.3,30.8,119.5,34.1,Right Foot,Normal,From Goal Kick,False,False,True,False,False,0.017834108,Saved,2022,0,9.226592003551474,0.07130904987655629,9.2
33,37,1,Brazil,Carlos Henrique Casimiro,Left Defensive Midfield,93.6,43.2,120.0,31.5,Right Foot,Normal,From Throw In,False,True,False,False,False,0.029429397,Off T,2022,0,26.593232221751464,0.2716486114312892,3.200000000000003
35,45,1,Brazil,Lucas Tolentino Coelho de Lima,Right Defensive Midfield,110.0,44.8,120.0,37.3,Right Foot,Volley,From Throw In,True,True,False,False,False,0.08633457,Goal,2022,1,11.092339699089637,0.5886573020948951,4.799999999999997
45,14,1,Brazil,Lucas Tolentino Coelho de Lima,Right Defensive Midfield,112.0,49.2,117.1,44.2,Left Foot,Normal,Regular Play,False,True,False,False,False,0.2577265,Saved,2022,0,12.191800523302538,0.40862202051428365,9.200000000000003
48,8,1,Brazil,Richarlison de Andrade,Center Forward,110.3,51.6,114.2,46.3,Right Foot,Normal,From Counter,False,False,False,False,False,0.2681848,Saved,2022,0,15.121177202850316,0.31862207323254266,11.600000000000001
48,9,1,Brazil,Neymar da Silva Santos Junior,Center Attacking Midfield,111.4,42.3,120.0,45.0,Other,Normal,From Counter,True,False,False,False,False,0.26870713,Off T,2022,0,8.902246907382422,0.7628689340266512,2.299999999999997
