minute,second,period,team_name,player_name,position_name,x,y,end_x,end_y,body_part_name,technique_name,play_pattern_name,under_pressure,shot_first_time,shot_one_on_one,shot_open_goal,shot_deflected,shot_statsbomb_xg,outcome_name,season_name,goal,shot_distance,angle,centrality
29,11,1,Tunisia,Wahbi Khazri,Center Forward,106.0,69.0,120.0,40.5,Right Foot,Normal,Regular Play,True,False,False,False,False,0.0056386488,Off T,2018,0,32.202484376209235,0.09978429762529029,29.0
30,19,1,Tunisia,Ferjani Sassi,Right Center Midfield,101.0,45.0,120.0,34.4,Left Foot,Normal,From Throw In,False,False,False,False,False,0.06670337,Off T,2018,0,19.6468827043885,0.35724828018238125,5.0
32,1,1,Tunisia,Wahbi Khazri,Center Forward,88.0,26.0,118.0,41.9,Right Foot,Normal,Regular Play,False,False,False,False,False,0.009165923,Saved,2018,0,34.92849839314596,0.19174651830754758,14.0
38,24,1,Tunisia,Fakhreddine Ben Youssef,Left Wing,96.0,37.0,120.0,45.6,Right Foot,Normal,Regular Play,False,False,False,False,False,0.04770442,Off T,2018,0,24.186773244895647,0.298182023066062,3.0
41,51,1,Tunisia,Saîf-Eddine Khaoui,Left Center Midfield,117.0,27.0,117.0,29.0,Left Foot,Normal,From Throw In,False,False,False,False,False,0.011201895,Blocked,2018,0,13.341664064126334,0.13262761708171866,13.0
47,57,1,Belgium,Romelu Lukaku Menama,Center Forward,112.0,45.0,120.0,40.3,Right Foot,Normal,Regular Play,False,True,False,False,False,0.39485714,Goal,2018,1,9.433981132056603,0.6590339261642628,5.0
46,53,2,Belgium,Toby Alderweireld,Right Back,115.0,48.0,120.0,44.8,Right Foot,Normal,From Corner,False,True,False,False,False,0.07915054,Off T,2018,0,9.433981132056603,0.45084592637602616,8.0
49,0,2,Tunisia,Wahbi Khazri,Center Forward,113.0,44.0,109.0,80.0,Right Foot,Volley,Regular Play,False,False,True,False,False,0.20639732,Wayward,2018,0,8.06225774829855,0.7818549614820083,4.0
49,57,2,Tunisia,Anice Badri,Left Wing,99.0,24.0,117.0,37.6,Left Foot,Normal,Regular Play,False,False,False,False,False,0.025972955,Saved,2018,0,26.40075756488817,0.2211877491020725,16.0
50,36,2,Belgium,Eden Hazard,Left Wing,109.0,38.0,120.0,37.6,Left Foot,Normal,Regular Play,False,False,False,False,False,0.9790341,Goal,2018,1,11.180339887498949,0.6249950609641282,2.0
53,26,2,Tunisia,Fakhreddine Ben Youssef,Right Wing,112.0,37.0,118.0,22.0,Head,Normal,From Throw In,True,False,False,False,False,0.10399019,Wayward,2018,0,8.54400374531753,0.776559860108027,3.0
55,24,2,Tunisia,Ferjani Sassi,Right Center Midfield,94.0,55.0,120.0,34.2,Right Foot,Normal,Regular Play,True,False,False,False,False,0.022166368,Off T,2018,0,30.01666203960727,0.21122157404174557,15.0
60,32,2,Tunisia,Anice Badri,Left Wing,109.0,42.0,109.0,51.0,Right Foot,Normal,From Free Kick,False,True,False,False,False,0.07002908,Wayward,2018,0,11.180339887498949,0.6249950609641282,2.0
60,57,2,Belgium,Yannick Ferreira Carrasco,Left Midfield,102.0,29.0,120.0,45.0,Right Foot,Normal,Regular Play,False,False,False,False,False,0.09572776,Off T,2018,0,21.095023109728988,0.2962933589596863,11.0
63,45,2,Belgium,Eden Hazard,Left Center Forward,97.0,30.0,120.0,44.6,Right Foot,Normal,Regular Play,False,False,False,False,False,0.043140188,Off T,2018,0,25.079872407968907,0.26695934491061585,10.0
65,11,2,Tunisia,Wahbi Khazri,Center Forward,101.0,16.0,112.0,34.0,Right Foot,Normal,From Corner,False,False,False,False,False,0.0072267335,Blocked,2018,0,30.610455730027933,0.14946100015448294,24.0
65,21,2,Tunisia,Naïm Sliti,Right Center Midfield,101.0,45.0,106.0,45.0,Right Foot,Normal,From Corner,False,False,False,False,False,0.07565807,Blocked,2018,0,19.6468827043885,0.35724828018238125,5.0
66,4,2,Tunisia,Anice Badri,Left Wing,100.0,30.0,115.0,40.1,Left Foot,Normal,Regular Play,False,False,False,False,False,0.07457654,Saved,2018,0,22.360679774997898,0.2922459757352813,10.0
69,23,2,Tunisia,Saîf-Eddine Khaoui,Left Center Midfield,93.0,41.0,120.0,35.0,Left Foot,Volley,From Free Kick,False,True,False,False,False,0.023171796,Wayward,2018,0,27.018512172212592,0.26911046912636316,1.0
75,22,2,Belgium,Michy Batshuayi Tunga,Left Center Forward,114.0,29.0,119.0,41.0,Left Foot,Normal,Regular Play,False,False,False,True,False,0.46811458,Blocked,2018,0,12.529964086141668,0.29680613661659305,11.0
78,58,2,Belgium,Yannick Ferreira Carrasco,Left Midfield,104.0,23.0,120.0,40.1,Right Foot,Normal,From Free Kick,False,False,False,False,False,0.03480479,Saved,2018,0,23.345235059857504,0.21684998338586536,17.0
79,0,2,Belgium,Michy Batshuayi Tunga,Left Center Forward,114.0,39.0,120.0,36.8,Left Foot,Normal,From Free Kick,False,True,False,False,False,0.61046416,Post,2018,0,6.082762530298219,1.0776466003112883,1.0
79,6,2,Belgium,Thomas Meunier,Right Midfield,108.0,58.0,120.0,40.7,Right Foot,Normal,From Free Kick,False,False,False,False,False,0.012196873,Off T,2018,0,21.633307652783937,0.19087074755901456,18.0
80,31,2,Belgium,Michy Batshuayi Tunga,Left Center Forward,113.0,39.0,119.0,39.9,Left Foot,Volley,Regular Play,False,True,False,False,False,0.2990258,Saved,2018,0,7.0710678118654755,0.950489982982554,1.0
80,35,2,Belgium,Michy Batshuayi Tunga,Left Center Forward,113.0,54.0,115.0,51.0,Left Foot,Normal,Regular Play,False,False,False,False,False,0.050583683,Blocked,2018,0,15.652475842498529,0.21773210329380888,14.0
81,20,2,Belgium,Axel Witsel,Right Center Midfield,94.0,56.0,120.0,38.0,Right Foot,Normal,From Corner,False,False,False,False,False,0.015557862,Off T,2018,0,30.528675044947494,0.2042934727891798,16.0
89,16,2,Belgium,Michy Batshuayi Tunga,Center Forward,113.0,35.0,120.0,43.6,Left Foot,Half Volley,From Throw In,False,True,False,False,False,0.4673073,Goal,2018,1,8.602325267042627,0.7018659577259485,5.0
90,30,2,Tunisia,Wahbi Khazri,Center Forward,63.0,42.0,120.0,40.1,Right Foot,Normal,From Kick Off,False,False,False,False,False,0.0044252533,Off T,2018,0,57.0350769263968,0.12808837582080163,2.0
91,14,2,Belgium,Michy Batshuayi Tunga,Center Forward,103.0,37.0,120.0,45.4,Left Foot,Normal,From Free Kick,False,False,False,False,False,0.32505116,Off T,2018,0,17.26267650163207,0.41219092919717154,3.0
92,24,2,Tunisia,Wahbi Khazri,Center Forward,111.0,44.0,120.0,36.8,Right Foot,Normal,Regular Play,False,True,False,False,False,0.27505946,Goal,2018,1,9.848857801796104,0.6673789464110154,4.0
4,52,1,Peru,Luis Jan Piers Advíncula Castrillón,Right Back,87.0,57.0,120.0,49.1,Right Foot,Half Volley,From Free Kick,True,True,False,False,False,0.0069104647,Off T,2018,0,37.12142238654117,0.1752033540813172,17.0
7,11,1,Peru,Víctor Yoshimar Yotún Flores,Left Center Midfield,84.0,24.0,118.0,37.4,Left Foot,Normal,Regular Play,False,False,False,False,False,0.005467236,Saved,2018,0,39.395431207184416,0.16962626144337684,16.0
10,49,1,Peru,Édison Michael Flores Peralta,Left Wing,87.0,41.0,120.0,45.8,Left Foot,Normal,From Throw In,True,False,False,False,False,0.022084096,Off T,2018,0,33.015148038438355,0.22071672654087449,1.0
12,6,1,Peru,André Martín Carrillo Díaz,Right Wing,103.0,58.0,115.0,37.0,Left Foot,Normal,From Throw In,True,False,False,False,False,0.02998372,Saved,2018,0,24.758836806279895,0.20463190270849707,18.0
13,35,1,Peru,Renato Fabrizio Tapia Cortijo,Right Center Midfield,86.0,43.0,98.0,40.0,Right Foot,Normal,Regular Play,False,True,False,False,False,0.016538767,Blocked,2018,0,34.132096331752024,0.21284249394315802,3.0
14,11,1,Peru,Alberto Junior Rodríguez Valdelomar,Left Center Back,107.0,37.0,120.0,64.0,Head,Normal,From Corner,True,False,False,False,False,0.059586205,Wayward,2018,0,13.341664064126334,0.5241708920526403,3.0
19,37,1,Denmark,Pione Sisto Ifolo Emirmija,Left Wing,113.0,26.0,113.0,28.0,Left Foot,Normal,Regular Play,False,False,False,False,False,0.055096734,Blocked,2018,0,15.652475842498529,0.21773210329380888,14.0
26,22,1,Denmark,Thomas Delaney,Left Center Midfield,88.0,36.0,101.0,38.0,Left Foot,Normal,Regular Play,True,False,False,False,False,0.037667256,Off T,2018,0,32.2490309931942,0.22432933608974162,4.0
28,21,1,Peru,Jefferson Agustín Farfán Guadalupe,Center Forward,108.0,51.0,111.0,50.0,Right Foot,Normal,From Throw In,False,False,True,False,False,0.10626122,Blocked,2018,0,16.278820596099706,0.33589018609489185,11.0
38,46,1,Denmark,Christian Dannemann Eriksen,Center Attacking Midfield,100.0,52.0,109.0,46.0,Right Foot,Normal,From Free Kick,False,False,False,False,False,0.07605611,Blocked,2018,0,23.323807579381203,0.2692136799093689,12.0
38,48,1,Denmark,Lasse Schöne,Right Center Midfield,94.0,43.0,119.0,41.5,Right Foot,Half Volley,From Free Kick,False,True,False,False,False,0.024234127,Saved,2018,0,26.1725046566048,0.2761412446340978,3.0
40,45,1,Denmark,Thomas Delaney,Left Center Midfield,102.0,24.0,120.0,47.3,Left Foot,Half Volley,From Throw In,False,True,False,False,False,0.032256115,Off T,2018,0,24.08318915758459,0.22848246571416253,16.0
45,42,1,Peru,Christian Alberto Cueva Bravo,Center Attacking Midfield,108.0,40.0,120.0,40.1,Right Foot,Normal,Other,False,False,False,False,False,0.7835,Off T,2018,0,12.0,0.5920752289498055,0.0
46,59,1,Denmark,Yussuf Yurary Poulsen,Right Wing,115.0,45.0,120.0,32.9,Head,Normal,From Corner,True,False,False,False,False,0.09912568,Off T,2018,0,7.0710678118654755,0.785338057720812,5.0
49,55,2,Peru,Jefferson Agustín Farfán Guadalupe,Center Forward,110.0,60.0,111.0,57.0,Right Foot,Normal,From Counter,False,False,False,False,False,0.0068373373,Blocked,2018,0,22.360679774997898,0.1493106601311296,20.0
50,28,2,Denmark,Jens Stryger Larsen,Left Back,90.0,36.0,120.0,42.8,Right Foot,Normal,Regular Play,True,False,False,False,False,0.019323658,Off T,2018,0,30.265491900843113,0.2386590896131481,4.0
52,54,2,Denmark,Christian Dannemann Eriksen,Center Attacking Midfield,103.0,59.0,120.0,45.6,Left Foot,Half Volley,From Free Kick,False,True,False,False,False,0.009715938,Off T,2018,0,25.495097567963924,0.19304046554155485,19.0
56,2,2,Peru,Édison Michael Flores Peralta,Left Wing,114.0,50.0,120.0,45.8,Left Foot,Normal,Regular Play,False,False,False,False,False,0.077727586,Off T,2018,0,11.661903789690601,0.34398362033460816,10.0
58,32,2,Denmark,Yussuf Yurary Poulsen,Right Wing,108.0,28.0,120.0,37.0,Left Foot,Normal,Regular Play,False,False,True,False,False,0.24699534,Goal,2018,1,16.97056274847714,0.3095925826558108,12.0
60,7,2,Peru,Édison Michael Flores Peralta,Left Wing,108.0,29.0,120.0,40.7,Left Foot,Normal,Regular Play,False,False,False,False,False,0.12293178,Saved,2018,0,16.278820596099706,0.33589018609489185,11.0
63,37,2,Peru,José Paolo Guerrero Gonzáles,Left Wing,113.0,41.0,120.0,41.5,Head,Normal,From Throw In,False,False,False,False,False,0.17922288,Saved,2018,0,7.0710678118654755,0.950489982982554,1.0
68,19,2,Peru,Alberto Junior Rodríguez Valdelomar,Left Center Back,113.0,50.0,120.0,35.2,Head,Normal,From Free Kick,True,False,False,False,False,0.072114944,Off T,2018,0,12.206555615733702,0.36127907157874306,10.0
72,6,2,Peru,Luis Jan Piers Advíncula Castrillón,Right Back,109.0,59.0,118.0,43.6,Left Foot,Normal,From Free Kick,False,False,False,False,False,0.010184116,Saved,2018,0,21.95449840010015,0.1701676066496166,19.0
78,28,2,Peru,José Paolo Guerrero Gonzáles,Left Wing,112.0,40.0,120.0,44.8,Right Foot,Backheel,Regular Play,False,False,False,False,False,0.13312599,Off T,2018,0,8.0,0.8581467921149285,0.0
81,45,2,Denmark,Nicolai Jørgensen,Center Forward,104.0,49.0,112.0,42.0,Left Foot,Normal,From Throw In,False,True,False,False,False,0.11509085,Blocked,2018,0,18.35755975068582,0.34725724961753635,9.0
83,20,2,Peru,Jefferson Agustín Farfán Guadalupe,Center Forward,108.0,43.0,119.0,42.2,Right Foot,Normal,Regular Play,False,True,False,False,False,0.1773644,Saved,2018,0,12.36931687685298,0.5616185180743132,3.0
85,25,2,Denmark,Christian Dannemann Eriksen,Center Attacking Midfield,105.0,32.0,110.0,42.6,Left Foot,Normal,From Goal Kick,False,False,False,False,False,0.40600583,Saved,2018,0,17.0,0.37912382317115756,8.0
94,2,2,Peru,José Paolo Guerrero Gonzáles,Left Wing,112.0,41.0,111.0,48.0,Head,Normal,From Throw In,True,False,False,False,False,0.11653745,Wayward,2018,0,8.06225774829855,0.8484528282477926,1.0
13,23,1,Morocco,Khalid Boutaïb,Center Forward,107.0,45.0,120.0,39.9,Left Foot,Normal,From Throw In,False,False,False,False,False,0.42943794,Goal,2018,1,13.92838827718412,0.48493331616722146,5.0
17,12,1,Spain,Andrés Iniesta Luján,Left Midfield,97.0,27.0,120.0,34.0,Left Foot,Normal,Regular Play,False,False,False,False,False,0.03164082,Off T,2018,0,26.419689627245813,0.24113786529565662,13.0
18,50,1,Spain,Francisco Román Alarcón Suárez,Left Wing,114.0,38.0,120.0,37.4,Right Foot,Normal,From Throw In,False,False,False,False,False,0.3899508,Goal,2018,1,6.324555320336759,1.0261619404513647,2.0
22,59,1,Spain,Gerard Piqué Bernabéu,Right Center Back,112.0,45.0,119.0,43.8,Head,Normal,From Corner,True,False,False,False,False,0.060181323,Saved,2018,0,9.433981132056603,0.6590339261642628,5.0
23,41,1,Spain,Andrés Iniesta Luján,Left Midfield,102.0,34.0,106.0,33.0,Right Foot,Normal,Regular Play,False,False,False,False,False,0.11654905,Blocked,2018,0,18.973665961010276,0.36327388516671,6.0
24,12,1,Morocco,Khalid Boutaïb,Center Forward,114.0,34.0,116.0,38.3,Left Foot,Normal,From Throw In,False,False,True,False,False,0.2923044,Saved,2018,0,8.48528137423857,0.6431373508951354,6.0
26,8,1,Spain,Diego da Silva Costa,Center Forward,106.0,31.0,107.0,37.0,Left Foot,Normal,Regular Play,False,True,False,False,False,0.15321249,Wayward,2018,0,16.64331697709324,0.3707831280426803,9.0
36,24,1,Spain,Sergio Busquets i Burgos,Center Midfield,112.0,38.0,120.0,38.7,Head,Normal,From Corner,False,False,False,False,False,0.092447676,Off T,2018,0,8.246211251235321,0.8203383935186866,2.0
42,36,1,Morocco,Hakim Ziyech,Left Midfield,94.0,30.0,120.0,42.8,Left Foot,Normal,Regular Play,False,False,False,False,False,0.035891,Off T,2018,0,27.85677655436824,0.2445699907535532,10.0
46,41,1,Spain,Diego da Silva Costa,Center Forward,116.0,37.0,118.0,51.0,Right Foot,Normal,Regular Play,False,False,False,False,False,0.47844365,Wayward,2018,0,5.0,1.193461944270238,3.0
46,13,2,Morocco,Mbark Boussoufa,Right Center Midfield,117.0,50.0,120.0,46.7,Head,Normal,From Goal Kick,True,False,False,False,False,0.0452215,Off T,2018,0,10.44030650891055,0.2257801564947004,10.0
51,55,2,Spain,Francisco Román Alarcón Suárez,Left Wing,99.0,43.0,108.0,37.0,Right Foot,Normal,Regular Play,False,False,False,False,False,0.05123204,Wayward,2018,0,21.213203435596427,0.3385272808571289,3.0
54,33,2,Morocco,Nordin Amrabat,Right Midfield,97.0,60.0,120.0,36.2,Right Foot,Normal,From Keeper,False,False,False,False,False,0.010095489,Post,2018,0,30.479501308256342,0.18184720060208226,20.0
55,34,2,Spain,Gerard Piqué Bernabéu,Right Center Back,87.0,53.0,120.0,36.6,Right Foot,Normal,Regular Play,True,False,False,False,False,0.005666844,Off T,2018,0,35.4682957019364,0.19170238396297629,13.0
56,58,2,Morocco,Nabil Dirar,Right Back,110.0,52.0,120.0,52.0,Right Foot,Volley,Regular Play,False,True,False,False,False,0.10190532,Wayward,2018,0,15.620499351813308,0.3073669580125108,12.0
58,12,2,Spain,Thiago Alcântara do Nascimento,Right Midfield,106.0,51.0,117.0,27.0,Left Foot,Volley,Regular Play,False,True,False,False,False,0.08270539,Wayward,2018,0,17.804493814764857,0.3255358178138608,11.0
61,11,2,Spain,Francisco Román Alarcón Suárez,Left Wing,115.0,37.0,119.0,43.0,Head,Normal,From Throw In,True,False,False,False,False,0.17241496,Blocked,2018,0,5.830951894845301,1.0580561711516294,3.0
62,25,2,Spain,Gerard Piqué Bernabéu,Right Center Back,111.0,40.0,120.0,34.6,Head,Normal,From Corner,True,False,False,False,False,0.07709874,Off T,2018,0,9.0,0.7724805184545602,0.0
66,9,2,Spain,David Josué Jiménez Silva,Right Wing,110.0,52.0,115.0,45.0,Left Foot,Normal,Regular Play,False,False,True,False,False,0.124626815,Wayward,2018,0,15.620499351813308,0.3073669580125108,12.0
68,14,2,Spain,Thiago Alcântara do Nascimento,Right Midfield,101.0,31.0,120.0,48.3,Right Foot,Normal,From Free Kick,False,True,False,False,False,0.04259523,Off T,2018,0,21.02379604162864,0.3137751082057479,9.0
77,53,2,Spain,Sergio Ramos García,Left Center Back,88.0,27.0,120.0,46.7,Right Foot,Normal,Regular Play,False,False,False,False,False,0.006282342,Off T,2018,0,34.539832078341085,0.19602503870484056,13.0
79,53,2,Morocco,Hakim Ziyech,Left Midfield,112.0,50.0,114.0,47.0,Left Foot,Normal,From Throw In,False,True,False,False,False,0.09008012,Blocked,2018,0,12.806248474865697,0.370842967856965,10.0
80,34,2,Morocco,Youssef En-Nesyri,Center Forward,110.0,40.0,120.0,43.4,Head,Normal,From Corner,True,False,False,False,False,0.066824906,Goal,2018,1,10.0,0.7017140165207854,0.0
85,0,2,Spain,Rodrigo Moreno Machado,Right Center Forward,113.0,41.0,119.0,57.0,Head,Normal,From Free Kick,False,False,False,False,False,0.113147,Wayward,2018,0,7.0710678118654755,0.950489982982554,1.0
86,28,2,Spain,Marco Asensio Willemsen,Right Midfield,114.0,34.0,120.0,33.1,Head,Normal,From Throw In,False,False,False,False,False,0.1921803,Off T,2018,0,8.48528137423857,0.6431373508951354,6.0
90,8,2,Spain,Iago Aspas Juncal,Left Center Forward,116.0,44.0,120.0,37.0,Right Foot,Backheel,From Corner,False,True,False,False,False,0.41411763,Goal,2018,1,5.656854249492381,1.0047560159937263,4.0
2,54,1,Switzerland,Blerim Džemaili,Center Attacking Midfield,109.0,44.0,120.0,43.2,Right Foot,Half Volley,Regular Play,False,False,False,False,False,0.13300222,Off T,2018,0,11.704699910719626,0.5773820270241226,4.0
10,55,1,Brazil,José Paulo Bezzera Maciel Júnior,Right Center Midfield,115.0,36.0,120.0,45.4,Left Foot,Normal,From Goal Kick,False,True,False,False,False,0.5253904,Off T,2018,0,6.4031242374328485,0.9246007898211271,4.0
15,17,1,Brazil,Neymar da Silva Santos Junior,Left Wing,91.0,35.0,102.0,38.0,Right Foot,Normal,From Free Kick,False,False,False,False,False,0.04032603,Blocked,2018,0,29.427877939124322,0.2440168387323796,5.0
19,5,1,Brazil,Philippe Coutinho Correia,Left Center Midfield,99.0,21.0,120.0,44.0,Right Foot,Normal,Regular Play,True,False,False,False,False,0.010917373,Goal,2018,1,28.319604517012593,0.19251259650748875,19.0
27,50,1,Switzerland,Stephan Lichtsteiner,Right Back,115.0,57.0,116.0,60.0,Head,Normal,Regular Play,True,False,False,False,False,0.008365875,Wayward,2018,0,17.72004514666935,0.12115836110058797,17.0
32,29,1,Brazil,Gabriel Fernando de Jesus,Center Forward,116.0,44.0,119.0,15.0,Head,Normal,From Corner,False,False,False,False,False,0.17634274,Wayward,2018,0,5.656854249492381,1.0047560159937263,4.0
39,15,1,Switzerland,Steven Zuber,Left Wing,105.0,26.0,107.0,31.0,Right Foot,Normal,From Throw In,False,False,False,False,False,0.06642043,Blocked,2018,0,20.518284528683193,0.2631327887445203,14.0
46,7,1,Brazil,Thiago Emiliano da Silva,Right Center Back,116.0,32.0,120.0,42.8,Head,Normal,From Corner,False,False,False,False,False,0.08788804,Off T,2018,0,8.94427190999916,0.4141805847096406,8.0
45,29,2,Switzerland,Blerim Džemaili,Center Attacking Midfield,88.0,23.0,120.0,45.8,Right Foot,Normal,From Kick Off,True,True,False,False,False,0.0074377093,Off T,2018,0,36.235341863986875,0.1783248770516157,17.0
49,29,2,Switzerland,Steven Zuber,Left Wing,116.0,41.0,120.0,41.9,Head,Normal,From Corner,False,False,False,False,False,0.16874993,Goal,2018,1,4.123105625617661,1.448311460287538,1.0
56,50,2,Brazil,Philippe Coutinho Correia,Left Center Midfield,97.0,33.0,109.0,37.0,Right Foot,Normal,From Keeper,False,True,False,False,False,0.03833949,Blocked,2018,0,24.041630560342615,0.28979641653481747,7.0
56,52,2,Brazil,Philippe Coutinho Correia,Left Center Midfield,104.0,36.0,105.0,35.0,Right Foot,Normal,From Keeper,False,True,False,False,False,0.07456492,Blocked,2018,0,16.492422502470642,0.42525674777354505,4.0
56,59,2,Brazil,Neymar da Silva Santos Junior,Left Wing,116.0,30.0,116.0,30.0,Right Foot,Normal,From Keeper,False,False,False,False,False,0.07011941,Blocked,2018,0,10.770329614269007,0.27797936686018354,10.0
58,14,2,Brazil,Thiago Emiliano da Silva,Right Center Back,110.0,43.0,108.0,48.0,Head,Normal,From Corner,True,False,False,False,False,0.10740602,Wayward,2018,0,10.44030650891055,0.6534453407531244,3.0
58,56,2,Brazil,Carlos Henrique Casimiro,Center Defensive Midfield,89.0,36.0,120.0,44.0,Right Foot,Normal,Regular Play,False,False,False,False,False,0.027605115,Off T,2018,0,31.25699921617557,0.23127705208728921,4.0
65,39,2,Brazil,Fernando Luiz Rosa,Center Defensive Midfield,94.0,41.0,108.0,37.0,Right Foot,Half Volley,From Free Kick,False,False,False,False,False,0.026265554,Blocked,2018,0,26.019223662515376,0.2793007190242775,1.0
66,0,2,Brazil,Willian Borges da Silva,Right Wing,101.0,51.0,105.0,43.0,Right Foot,Normal,From Corner,True,True,False,False,False,0.032883782,Blocked,2018,0,21.95449840010015,0.2885149325926301,11.0
66,11,2,Brazil,Willian Borges da Silva,Right Wing,100.0,57.0,120.0,36.8,Left Foot,Normal,From Corner,True,False,False,False,False,0.024012115,Off T,2018,0,26.248809496813376,0.21339556991884379,17.0
69,1,2,Brazil,Philippe Coutinho Correia,Left Center Midfield,108.0,32.0,120.0,46.9,Right Foot,Half Volley,Regular Play,False,False,False,False,False,0.090432055,Off T,2018,0,14.422205101855956,0.42399866254245444,8.0
72,6,2,Switzerland,Blerim Džemaili,Center Attacking Midfield,100.0,42.0,118.0,38.0,Left Foot,Normal,Regular Play,True,False,False,False,False,0.058959655,Saved,2018,0,20.09975124224178,0.35859861809949645,2.0
76,1,2,Brazil,Fernando Luiz Rosa,Center Defensive Midfield,92.0,52.0,120.0,43.8,Right Foot,Normal,Regular Play,True,False,False,False,False,0.022279786,Off T,2018,0,30.463092423455635,0.22045468148866998,12.0
77,2,2,Brazil,Neymar da Silva Santos Junior,Left Wing,96.0,21.0,120.0,36.2,Right Foot,Normal,Regular Play,False,False,False,False,False,0.009771554,Saved,2018,0,30.610455730027933,0.18796588312995144,19.0
81,9,2,Brazil,Roberto Firmino Barbosa de Oliveira,Center Forward,114.0,54.0,120.0,44.6,Right Foot,Half Volley,Regular Play,True,False,False,False,False,0.02486829,Off T,2018,0,15.231546211727817,0.19827124193878065,14.0
87,18,2,Brazil,Neymar da Silva Santos Junior,Left Wing,109.0,38.0,120.0,39.5,Head,Normal,From Free Kick,False,False,False,False,False,0.14345361,Saved,2018,0,11.180339887498949,0.6249950609641282,2.0
88,26,2,Switzerland,Xherdan Shaqiri,Right Wing,99.0,51.0,120.0,34.0,Left Foot,Half Volley,From Free Kick,False,False,False,False,False,0.029170832,Off T,2018,0,23.706539182259394,0.2731959231451673,11.0
89,40,2,Brazil,Roberto Firmino Barbosa de Oliveira,Center Forward,112.0,40.0,120.0,37.8,Head,Normal,From Free Kick,False,False,False,False,False,0.1586349,Saved,2018,0,8.0,0.8581467921149285,0.0
90,40,2,Brazil,João Miranda de Souza Filho,Left Center Back,105.0,40.0,120.0,34.6,Right Foot,Half Volley,From Corner,True,False,False,False,False,0.067018665,Off T,2018,0,15.0,0.4786473619894153,0.0
95,30,2,Brazil,Renato Soares de Oliveira Augusto,Right Center Midfield,115.0,32.0,119.0,39.0,Left Foot,Volley,From Free Kick,False,True,False,False,False,0.1243309,Blocked,2018,0,9.433981132056603,0.45084592637602616,8.0
6,2,1,Nigeria,Oghenekaro Etebo,Left Center Midfield,98.0,38.0,100.0,38.0,Right Foot,Normal,From Throw In,False,False,False,False,False,0.06383541,Blocked,2018,0,22.090722034374522,0.3271236186349561,2.0
7,7,1,Argentina,Nicolás Alejandro Tagliafico,Left Back,105.0,28.0,120.0,34.4,Left Foot,Normal,From Free Kick,True,False,False,False,False,0.103297286,Off T,2018,0,19.209372712298546,0.2994831951363931,12.0
8,22,1,Nigeria,Ahmed Musa,Left Center Forward,97.0,24.0,120.0,44.6,Right Foot,Normal,From Throw In,False,False,False,False,False,0.023638628,Off T,2018,0,28.0178514522438,0.21482770849205446,16.0
13,52,1,Argentina,Lionel Andrés Messi Cuccittini,Right Center Forward,112.0,50.0,120.0,37.4,Right Foot,Normal,Regular Play,True,False,True,False,False,0.20670193,Goal,2018,1,12.806248474865697,0.370842967856965,10.0
26,39,1,Argentina,Gonzalo Gerardo Higuaín,Left Center Forward,112.0,52.0,114.0,43.4,Right Foot,Lob,From Throw In,False,True,False,False,False,0.13524082,Saved,2018,0,14.422205101855956,0.2922989396285064,12.0
33,14,1,Argentina,Lionel Andrés Messi Cuccittini,Right Center Forward,100.0,29.0,120.0,44.4,Left Foot,Normal,From Free Kick,False,False,False,False,False,0.091842376,Post,2018,0,22.825424421026653,0.28079344561688874,11.0
38,8,1,Argentina,Ángel Fabián Di María Hernández,Left Wing,111.0,26.0,111.0,27.0,Left Foot,Normal,Regular Play,True,False,False,False,False,0.069989234,Blocked,2018,0,16.64331697709324,0.2449033260022997,14.0
40,59,1,Nigeria,Oghenekaro Etebo,Left Center Midfield,93.0,49.0,116.0,1.0,Right Foot,Normal,From Throw In,False,False,False,False,False,0.023919689,Wayward,2018,0,28.460498941515414,0.24319252521591198,9.0
47,5,1,Nigeria,Leon Aderemi Balogun,Right Center Back,103.0,48.0,118.0,39.9,Head,Normal,From Free Kick,False,False,False,False,False,0.09839518,Saved,2018,0,18.788294228055936,0.35123293920599974,8.0
50,24,2,Nigeria,Victor Moses,Right Wing Back,109.0,41.0,120.0,42.2,Right Foot,Normal,Other,False,False,False,False,False,0.7835,Goal,2018,1,11.045361017187261,0.6379784967323758,1.0
70,45,2,Nigeria,Onyinye Wilfred Ndidi,Right Center Midfield,93.0,40.0,120.0,39.9,Right Foot,Normal,Regular Play,True,True,False,False,False,0.0398082,Off T,2018,0,27.0,0.26946859898730274,0.0
74,51,2,Nigeria,Odion Jude Ighalo,Right Center Forward,108.0,47.0,120.0,33.5,Right Foot,Volley,From Counter,False,True,False,False,False,0.13220388,Off T,2018,0,13.892443989449804,0.454869374503526,7.0
78,56,2,Argentina,Nicolás Alejandro Tagliafico,Left Back,105.0,23.0,114.0,73.0,Left Foot,Normal,Regular Play,True,True,False,False,False,0.028244063,Wayward,2018,0,22.67156809750927,0.21591579071907818,17.0
79,56,2,Argentina,Gonzalo Gerardo Higuaín,Left Center Forward,108.0,36.0,120.0,35.8,Left Foot,Normal,Regular Play,False,True,False,False,False,0.12803131,Off T,2018,0,12.649110640673518,0.5398041725446993,4.0
