match_id,competition_name,season_name,minute,second,period,team,player,position,shot_body_part,shot_technique,play_pattern,under_pressure,shot_first_time,shot_one_on_one,shot_open_goal,shot_deflected,shot_statsbomb_xg,shot_outcome,x,y,end_x,end_y,goal
3922837,African Cup of Nations,2023,121,57,5,Nigeria,Kenneth Josiah Omeruo,Right Wing Back,Right Foot,Normal,Other,0,0,0,0,0,0.7835,Goal,108.0,40.0,120.0,36.6,1
3922837,African Cup of Nations,2023,122,58,5,South Africa,Mihlali Samson Mayambela,Left Midfield,Right Foot,Normal,Other,0,0,0,0,0,0.7835,Goal,108.0,40.0,120.0,43.5,1
3922837,African Cup of Nations,2023,123,41,5,Nigeria,Temitayo Olufisayo Olaoluwa Aina,Left Wing Back,Right Foot,Normal,Other,0,0,1,0,0,0.7835,Off T,108.0,40.0,120.0,37.6,0
3922837,African Cup of Nations,2023,124,38,5,South Africa,Evidence Makgopa,Center Forward,Right Foot,Normal,Other,0,0,0,0,0,0.7835,Saved,108.0,40.0,119.5,38.6,0
3922837,African Cup of Nations,2023,125,44,5,Nigeria,William Troost-Ekong,Center Back,Right Foot,Normal,Other,0,0,0,0,0,0.7835,Goal,108.0,40.0,120.0,37.0,1
3922837,African Cup of Nations,2023,126,46,5,South Africa,Mothobi Mvala,Left Center Back,Right Foot,Normal,Other,0,0,0,0,0,0.7835,Goal,108.0,40.0,120.0,38.4,1
3922837,African Cup of Nations,2023,127,29,5,Nigeria,Kelechi Promise Iheanacho,Right Wing,Left Foot,Normal,Other,0,0,0,0,0,0.7835,Goal,108.0,40.0,120.0,43.7,1
3922242,African Cup of Nations,2023,3,13,1,Senegal,Habibou Mouhamadou Diallo,Center Forward,Left Foot,Half Volley,From Throw In,1,0,0,0,0,0.07703587,Goal,109.1,33.4,120.0,36.6,1
3922242,African Cup of Nations,2023,26,45,1,Côte d'Ivoire,Seko Fofana,Center Attacking Midfield,Right Foot,Normal,Regular Play,0,0,0,0,0,0.048072793,Blocked,103.5,35.7,104.3,36.1,0
3922242,African Cup of Nations,2023,39,47,1,Côte d'Ivoire,Seko Fofana,Center Attacking Midfield,Left Foot,Normal,From Free Kick,0,0,1,0,0,0.02363617,Saved,118.6,31.2,119.0,34.2,0
3922242,African Cup of Nations,2023,47,44,1,Senegal,Pape Matar Sarr,Right Defensive Midfield,Right Foot,Normal,From Keeper,0,0,0,0,0,0.018683188,Off T,89.4,48.4,120.0,45.0,0
3922242,African Cup of Nations,2023,46,43,2,Senegal,Ismaïla Sarr,Right Wing,Right Foot,Normal,From Free Kick,0,0,1,0,0,0.18333912,Saved,111.1,51.5,116.8,43.2,0
3922242,African Cup of Nations,2023,47,25,2,Senegal,Kalidou Koulibaly,Right Center Back,Head,Normal,From Corner,1,0,0,0,0,0.03070669,Off T,105.9,35.9,120.0,47.9,0
3922242,African Cup of Nations,2023,54,23,2,Senegal,Ismaïla Sarr,Right Wing,Left Foot,Normal,From Throw In,0,0,0,0,0,0.24122775,Saved,112.1,50.0,113.2,48.8,0
3922242,African Cup of Nations,2023,65,31,2,Senegal,Habibou Mouhamadou Diallo,Center Forward,Right Foot,Normal,From Free Kick,0,0,0,0,0,0.01794724,Blocked,90.2,47.6,101.2,45.9,0
